site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
1xbet:ke,L8EU5,589.47,80,hello@bettingtipsnet.com,premium,08:30:13,2025-05-29,53324345,,0xFF0982EC,
betika:ke,j8FXw9,40.49,75,hello@bettingtipsnet.com,free,08:30:13,2025-05-29,99358378,,,
paripesa,3QFU5,13.63,70,hello@bettingtipsnet.com,free,08:30:13,2025-05-29,182992146,,0xFF05117E,
sportybet:gh,90HJZE,3.08,75,hello@bettingtipsnet.com,free,08:30:13,2025-05-29,77900712,,0xFFFA0909,
sportpesa,YWNULU,28.65,65,hello@bettingtipsnet.com,free,08:30:13,2025-05-29,60011366,,,
paripesa,YFCU5,28.16,70,hello@bettingtipsnet.com,free,08:30:13,2025-05-29,171589993,,0xFF05117E,
sportybet:ng,Y6RRPB,299.4,70,hello@bettingtipsnet.com,premium,08:30:13,2025-05-29,77692888,,0xFFFA0909,
sportpesa,FEEBCH,75.52,92,hello@bettingtipsnet.com,free,08:30:13,2025-05-29,241954447,,,
odibet,6HBVSCM,28.09,85,hello@bettingtipsnet.com,free,08:30:13,2025-05-29,173996792,,,
betika:ke,2GYWaK,398.23,55,hello@bettingtipsnet.com,premium,08:30:13,2025-05-29,225737815,,,
betika:ke,SLR1n7,8.63,80,hello@bettingtipsnet.com,free,08:30:13,2025-05-29,70395836,,,
1xbet:ng,J1BU5,74.52,92,hello@bettingtipsnet.com,free,08:30:13,2025-05-29,244062328,,0xFF0982EC,
sportybet:ng,NDEFCF,49.04,80,hello@bettingtipsnet.com,free,08:30:13,2025-05-29,322940235,,0xFFFA0909,
odibet,8ZXHK6P,12925.79,80,hello@bettingtipsnet.com,premium,08:30:13,2025-05-29,58690700,,,
1xbet:cm,3K975,32840.84,80,hello@bettingtipsnet.com,premium,08:30:13,2025-05-29,280845827,,0xFF0982EC,
sportybet:zm,3JB72Y,114.35,75,hello@bettingtipsnet.com,premium,08:30:13,2025-05-29,153588542,,0xFFFA0909,
paripesa,NVY75,247.8,75,hello@bettingtipsnet.com,premium,08:30:13,2025-05-29,310748295,,0xFF05117E,
1xbet:xx,NEZ75,4.48,85,hello@bettingtipsnet.com,free,08:30:13,2025-05-29,248588155,,0xFF0982EC,
betika:ke,5ZGhzv,12925.5,87,hello@bettingtipsnet.com,premium,08:30:13,2025-05-29,183802457,,,
betika:ke,UMsXhq,3905.77,80,hello@bettingtipsnet.com,premium,08:30:13,2025-05-29,170371172,,,
1xbet:bf,THY75,400.53,87,hello@bettingtipsnet.com,premium,08:30:13,2025-05-29,89076868,,0xFF0982EC,
betika:ke,HRAr8d,2941.08,87,hello@bettingtipsnet.com,premium,08:30:13,2025-05-29,145953609,,,
1xbet:bf,J9875,156505.75,87,hello@bettingtipsnet.com,premium,08:30:13,2025-05-29,179907616,,0xFF0982EC,
1xbet:bf,83875,14.93,92,hello@bettingtipsnet.com,free,08:30:13,2025-05-29,103530932,,0xFF0982EC,
paripesa,YEX75,470.15,80,hello@bettingtipsnet.com,premium,08:30:13,2025-05-29,301735691,,0xFF05117E,
