site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
22bet,Y3BR6,25.08,55,hello@bettingtipsnet.com,free,06:47:29,2025-06-07,298889057,,0xFF064146,
betway:ng,U1FABB613,,87,hello@bettingtipsnet.com,free,06:47:29,2025-06-07,244393204,,0xFF000000,
melbet,FRXQ6,6.84,75,hello@bettingtipsnet.com,free,06:47:29,2025-06-07,277856902,,0xFF151515,
1xbet:xx,YP1R6,267150.87,55,hello@bettingtipsnet.com,premium,06:47:29,2025-06-07,198401624,,0xFF0982EC,
1xbet:xx,F4Z66,1842.88,85,hello@bettingtipsnet.com,premium,06:47:29,2025-06-07,186484225,,0xFF0982EC,
1xbet:ng,AG966,50012.36,80,hello@bettingtipsnet.com,premium,06:47:29,2025-06-07,79115242,,0xFF0982EC,
1xbet:ng,55966,17.53,85,hello@bettingtipsnet.com,free,06:47:29,2025-06-07,77995354,,0xFF0982EC,
sportybet:ng,UY0VAF,277.84,70,hello@bettingtipsnet.com,premium,06:47:29,2025-06-07,276621667,,0xFFFA0909,
football,JZL9BQ,26576.61,55,hello@bettingtipsnet.com,premium,06:47:29,2025-06-07,33726315,,,
betika:ke,BA35Su,2834.78,70,hello@bettingtipsnet.com,premium,06:47:29,2025-06-07,169241162,,,
msport,B2TRU9V,12750.01,65,hello@bettingtipsnet.com,premium,06:47:29,2025-06-07,240242443,,0xFFFFCA26,
1xbet:ci,SD666,29.92,92,hello@bettingtipsnet.com,free,06:47:29,2025-06-07,132312105,,0xFF0982EC,
1xbet:ci,JTQ66,7.22,87,hello@bettingtipsnet.com,free,06:47:29,2025-06-07,75057304,,0xFF0982EC,
1xbet:xx,RVP66,49.89,80,hello@bettingtipsnet.com,free,06:47:29,2025-06-07,226677419,,0xFF0982EC,
1xbet:ng,XV566,49.66,87,hello@bettingtipsnet.com,free,06:47:29,2025-06-07,35486398,,0xFF0982EC,
1xbet:xx,T6L66,290.76,87,hello@bettingtipsnet.com,premium,06:47:29,2025-06-07,217795016,,0xFF0982EC,
1xbet:xx,F8L66,2080.88,80,hello@bettingtipsnet.com,premium,06:47:29,2025-06-07,283032324,,0xFF0982EC,
melbet,DLL66,971.64,80,hello@bettingtipsnet.com,premium,06:47:29,2025-06-07,174425525,,0xFF151515,
bet9ja,33788JW,26.57,75,hello@bettingtipsnet.com,free,06:47:29,2025-06-07,145927011,,0xFF097E36,
1xbet:xx,PFC66,3.06,85,hello@bettingtipsnet.com,free,06:47:29,2025-06-07,13461365,,0xFF0982EC,
football,CMFW1N,1799.74,92,hello@bettingtipsnet.com,premium,06:47:29,2025-06-07,103757590,,,
betika:ke,19LFTj,,87,hello@bettingtipsnet.com,free,06:47:29,2025-06-07,242909043,,,
betika:ke,s8bHt7,15151.89,85,hello@bettingtipsnet.com,premium,06:47:29,2025-06-07,89652395,,,
melbet,6S9Q6,7.94,80,hello@bettingtipsnet.com,free,06:47:29,2025-06-07,64967502,,0xFF151515,
sportybet:ng,REPCR7,,65,hello@bettingtipsnet.com,free,06:47:29,2025-06-07,100504094,,0xFFFA0909,
