site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
paripesa,CSZYP,209.08,80,hello@bettingtipsnet.com,premium,08:21:44,2025-06-03,165282445,,0xFF05117E,
helabet,8Y9YP,208.39,92,hello@bettingtipsnet.com,premium,08:21:44,2025-06-03,216389709,,,
melbet,NDXYP,209.04,85,hello@bettingtipsnet.com,premium,08:21:44,2025-06-03,158948440,,0xFF151515,
1xbet:ng,5SXYP,240369.78,80,hello@bettingtipsnet.com,premium,08:21:44,2025-06-03,226585226,,0xFF0982EC,
22bet,A88YP,235692.92,80,hello@bettingtipsnet.com,premium,08:21:44,2025-06-03,76197436,,0xFF064146,
1xbet:xx,9ZSYP,237392.13,92,hello@bettingtipsnet.com,premium,08:21:44,2025-06-03,185243168,,0xFF0982EC,
melbet,RBUYP,411.46,80,hello@bettingtipsnet.com,premium,08:21:44,2025-06-03,243689817,,0xFF151515,
bet9ja,32VQSWJ,,87,hello@bettingtipsnet.com,free,08:21:44,2025-06-03,58723854,,0xFF097E36,
melbet,YS7YP,52.13,92,hello@bettingtipsnet.com,free,08:21:44,2025-06-03,105262856,,0xFF151515,
paripesa,K67YP,51.11,80,hello@bettingtipsnet.com,free,08:21:44,2025-06-03,205437439,,0xFF05117E,
22bet,P7TYP,50.51,92,hello@bettingtipsnet.com,free,08:21:44,2025-06-03,52196196,,0xFF064146,
sportybet:ng,TJ9BCB,121.87,85,hello@bettingtipsnet.com,premium,08:21:44,2025-06-03,280507974,,0xFFFA0909,
odibet,LC2ANW8,78554.01,80,hello@bettingtipsnet.com,premium,08:21:44,2025-06-03,209664458,,,
melbet,DP7YP,38.98,92,hello@bettingtipsnet.com,free,08:21:44,2025-06-03,122757781,,0xFF151515,
sportybet:zm,3014YD,899.07,87,hello@bettingtipsnet.com,premium,08:21:44,2025-06-03,230201654,,0xFFFA0909,
sportybet:ng,UHXRKF,1050.19,80,hello@bettingtipsnet.com,premium,08:21:44,2025-06-03,331357109,,0xFFFA0909,
betika:ke,GgCeh9,6066.16,70,hello@bettingtipsnet.com,premium,08:21:44,2025-06-03,277434928,,,
melbet,H9NYP,4.58,80,hello@bettingtipsnet.com,free,08:21:44,2025-06-03,321079634,,0xFF151515,
1xbet:xx,PHMYP,39.22,80,hello@bettingtipsnet.com,free,08:21:44,2025-06-03,283560144,,0xFF0982EC,
betpawa,2QHZZSY,28.65,75,hello@bettingtipsnet.com,free,08:21:44,2025-06-03,161972071,,,
betika:ke,23xngY,8179840.77,87,hello@bettingtipsnet.com,premium,08:21:44,2025-06-03,275918217,,,
betika:ke,kkQDV4,1161243.12,87,hello@bettingtipsnet.com,premium,08:21:44,2025-06-03,80365695,,,
paripesa,38JYP,110.27,87,hello@bettingtipsnet.com,premium,08:21:44,2025-06-03,301942398,,0xFF05117E,
melbet,2P4YP,172.74,92,hello@bettingtipsnet.com,premium,08:21:44,2025-06-03,84481901,,0xFF151515,
1xbet:xx,44CYP,52.16,80,hello@bettingtipsnet.com,free,08:21:44,2025-06-03,295045515,,0xFF0982EC,
