site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
betway:za,BW21B108E,54.12,75,support@bettingtipsnet.com,free,16:38:56,2025-05-23,230864349,,0xFF000000,
1xbet:ng,NBHNK,65.05,65,support@bettingtipsnet.com,free,16:29:56,2025-05-23,46627617,,0xFF0982EC,
sportybet:gh,EU88AG,44.02,85,support@bettingtipsnet.com,free,16:20:56,2025-05-23,206899098,,0xFFFA0909,
22bet,CVHRK,23.07,75,support@bettingtipsnet.com,free,16:11:56,2025-05-23,325376291,,0xFF064146,
bet9ja,ZWSYJC,116.56,80,support@bettingtipsnet.com,premium,16:02:56,2025-05-23,130538730,,0xFF097E36,
betwinner:ng,8q86k,23.75,80,support@bettingtipsnet.com,free,15:53:56,2025-05-23,276368772,,0xFF1A654A,
bet9ja,ZWT3PP,93.42,87,support@bettingtipsnet.com,free,15:44:56,2025-05-23,35410333,,0xFF097E36,
msport,B2xuzf4,57.87,80,support@bettingtipsnet.com,free,15:35:56,2025-05-23,50921723,,0xFFFFCA26,
sportybet:ng,nv3kbj,60021.88,92,support@bettingtipsnet.com,premium,15:26:56,2025-05-23,35234975,,0xFFFA0909,
db_bet,RUz6K,343.99,87,support@bettingtipsnet.com,premium,15:17:56,2025-05-23,225511519,,0xFFFF5275,
sportybet:gh,8T5HC4,6.53,92,support@bettingtipsnet.com,free,15:08:56,2025-05-23,146774718,,0xFFFA0909,
sportybet:ng,Q4JXN1,151.78,65,support@bettingtipsnet.com,premium,14:59:56,2025-05-23,12091903,,0xFFFA0909,
sportybet:ng,J7U15Z,103611.09,85,support@bettingtipsnet.com,premium,14:50:56,2025-05-23,260613474,,0xFFFA0909,
sportybet:gh,Chrdqg,9.23,85,support@bettingtipsnet.com,free,14:41:56,2025-05-23,147693626,,0xFFFA0909,
sportybet:gh,8KJKRX,6.72,92,support@bettingtipsnet.com,free,14:32:56,2025-05-23,307883863,,0xFFFA0909,
betway:za,BW1FD016A,3437.57,92,support@bettingtipsnet.com,premium,14:23:56,2025-05-23,233752585,,0xFF000000,
linebet,ld1sk,2.44,65,support@bettingtipsnet.com,free,14:14:56,2025-05-23,159360396,,0xFF2E5822,
sportybet:ng,JUMG1J,34414453.5,80,support@bettingtipsnet.com,premium,14:05:56,2025-05-23,238545308,,0xFFFA0909,
bet9ja,ZW2QPM,12.49,80,support@bettingtipsnet.com,free,13:56:56,2025-05-23,116644127,,0xFF097E36,
1xbet:ng,FJJRK,52.52,92,support@bettingtipsnet.com,free,13:47:56,2025-05-23,257861144,,0xFF0982EC,
sportybet:gh,Q9FD0Z,13.96,92,support@bettingtipsnet.com,free,13:38:56,2025-05-23,300616643,,0xFFFA0909,
sportybet:ng,N5UVW7,250382.19,70,support@bettingtipsnet.com,premium,13:29:56,2025-05-23,133887985,,0xFFFA0909,
1xbet:ng,8LM5K,29.33,70,support@bettingtipsnet.com,free,13:20:56,2025-05-23,191115544,,0xFF0982EC,
bet9ja,ZWD52N,1.93,80,support@bettingtipsnet.com,free,13:11:56,2025-05-23,271546296,,0xFF097E36,
sportybet:gh,84AQ7R,10205.23,65,support@bettingtipsnet.com,premium,13:02:56,2025-05-23,109723366,,0xFFFA0909,
sportybet:ng,ZQRE5Y,168.49,92,support@bettingtipsnet.com,premium,12:53:56,2025-05-23,319001498,,0xFFFA0909,
paripesa,RC2QK,4.11,92,support@bettingtipsnet.com,free,12:44:56,2025-05-23,141510094,,0xFF05117E,
paripesa,FCY6K,10.6,92,support@bettingtipsnet.com,free,12:35:56,2025-05-23,227716084,,0xFF05117E,
paripesa,AAARK,3.44,92,support@bettingtipsnet.com,free,12:26:56,2025-05-23,219126108,,0xFF05117E,
1xbet:ng,QVN6K,10255.3,70,support@bettingtipsnet.com,premium,12:17:56,2025-05-23,317588958,,0xFF0982EC,
paripesa,MX55K,4.96,80,support@bettingtipsnet.com,free,12:08:56,2025-05-23,273033439,,0xFF05117E,
sportybet:ng,XEE0NZ,26.15,80,support@bettingtipsnet.com,free,11:59:56,2025-05-23,148012584,,0xFFFA0909,
1xbet:ng,S9LQK,23.45,85,support@bettingtipsnet.com,free,11:50:56,2025-05-23,199502577,,0xFF0982EC,
sportybet:ng,T0G43Q,714.25,80,support@bettingtipsnet.com,premium,11:41:56,2025-05-23,181833443,,0xFFFA0909,
megapari,E98NK,807.84,55,support@bettingtipsnet.com,premium,11:32:56,2025-05-23,199175708,,0xFF383838,
sportybet:gh,LWDHQ7,676.95,80,support@bettingtipsnet.com,premium,11:23:56,2025-05-23,93216530,,0xFFFA0909,
sportybet:ng,TSZT9B,38.82,92,support@bettingtipsnet.com,free,11:14:56,2025-05-23,97894189,,0xFFFA0909,
sportybet:gh,EV1ZD3,4.35,87,support@bettingtipsnet.com,free,11:05:56,2025-05-23,103340641,,0xFFFA0909,
bet9ja,ZWD7KY,1038.55,75,support@bettingtipsnet.com,premium,10:56:56,2025-05-23,106899920,,0xFF097E36,
betway:za,BW218A4C1,19.18,92,support@bettingtipsnet.com,free,10:47:56,2025-05-23,179202942,,0xFF000000,
sportybet:gh,84KY3A,2,75,support@bettingtipsnet.com,free,10:38:56,2025-05-23,239717684,,0xFFFA0909,
paripesa,Z3k6k,3.32,92,support@bettingtipsnet.com,free,10:29:56,2025-05-23,31239493,,0xFF05117E,
betway:za,BW219BF8C,4803.04,85,support@bettingtipsnet.com,premium,10:20:56,2025-05-23,234875827,,0xFF000000,
sportybet:ng,HALUH0,136.06,75,support@bettingtipsnet.com,premium,10:11:56,2025-05-23,288516625,,0xFFFA0909,
db_bet,RPB6K,6299.02,80,support@bettingtipsnet.com,premium,10:02:56,2025-05-23,58816702,,0xFFFF5275,
1xbet:ng,MMYPK,10.33,92,support@bettingtipsnet.com,free,09:53:56,2025-05-23,142400686,,0xFF0982EC,
888starz,LRC6K,4.26,80,support@bettingtipsnet.com,free,09:44:56,2025-05-23,306311949,,,
linebet,du86k,2.31,85,support@bettingtipsnet.com,free,09:35:56,2025-05-23,319860661,,0xFF2E5822,
