site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
1xbet:cm,PYDXV,49.87,80,hello@bettingtipsnet.com,free,11:33:04,2025-08-26,216641002,,0xFF0982EC,
sportybet:ng,JV353Q,,65,hello@bettingtipsnet.com,free,11:33:04,2025-08-26,304749974,,0xFFFA0909,
1xbet:ng,UK2XV,3.09,87,hello@bettingtipsnet.com,free,11:33:04,2025-08-26,48707467,,0xFF0982EC,
1xbet:ke,GCBXV,11577.61,65,hello@bettingtipsnet.com,premium,11:33:04,2025-08-26,128070185,,0xFF0982EC,
22bet,NTBXV,50.73,80,hello@bettingtipsnet.com,free,11:33:04,2025-08-26,74088335,,0xFF064146,
msport,B2QE5GU,616.49,65,hello@bettingtipsnet.com,premium,11:33:04,2025-08-26,228026111,,0xFFFFCA26,
bet9ja,3CGMZ7R,6277.02,92,hello@bettingtipsnet.com,premium,11:33:04,2025-08-26,231263535,,0xFF097E36,
22bet,5BCXV,13754.58,80,hello@bettingtipsnet.com,premium,11:33:04,2025-08-26,332292855,,0xFF064146,
fansport,Z58VV,25.5,87,hello@bettingtipsnet.com,free,11:33:04,2025-08-26,68323198,,,
1xbet:ng,V9ZVV,448.28,85,hello@bettingtipsnet.com,premium,11:33:04,2025-08-26,105191909,,0xFF0982EC,
sportybet:ng,Y6KD2T,335614.22,75,hello@bettingtipsnet.com,premium,11:33:04,2025-08-26,84241959,,0xFFFA0909,
sportybet:ng,W46J2V,151910.1,80,hello@bettingtipsnet.com,premium,11:33:04,2025-08-26,92767845,,0xFFFA0909,
1xbet:xx,XQ8VV,24.73,85,hello@bettingtipsnet.com,free,11:33:04,2025-08-26,283147964,,0xFF0982EC,
sportybet:ng,V86YAZ,25.34,80,hello@bettingtipsnet.com,free,11:33:04,2025-08-26,303436625,,0xFFFA0909,
sportybet:ng,V86YAZ,25.38,85,hello@bettingtipsnet.com,free,11:33:04,2025-08-26,198729336,,0xFFFA0909,
22bet,QPYVV,33195082.52,85,hello@bettingtipsnet.com,premium,11:33:04,2025-08-26,76720747,,0xFF064146,
sportybet:ng,K4W233,58307.39,70,hello@bettingtipsnet.com,premium,11:33:04,2025-08-26,3200697,,0xFFFA0909,
sportybet:ng,LEBC9X,10.73,80,hello@bettingtipsnet.com,free,11:33:04,2025-08-26,304592188,,0xFFFA0909,
sportybet:ng,KP88U2,2.34,87,hello@bettingtipsnet.com,free,11:33:04,2025-08-26,153292571,,0xFFFA0909,
1xbet:ng,PAYVV,24.74,87,hello@bettingtipsnet.com,free,11:33:04,2025-08-26,75986382,,0xFF0982EC,
1xbet:xx,12YVV,418415.71,80,hello@bettingtipsnet.com,premium,11:33:04,2025-08-26,130851250,,0xFF0982EC,
sportybet:ng,WQD5YS,32741.25,55,hello@bettingtipsnet.com,premium,11:33:04,2025-08-26,263903190,,0xFFFA0909,
sportybet:ke,WQD5YS,23803.13,80,hello@bettingtipsnet.com,premium,11:33:04,2025-08-26,7618573,,0xFFFA0909,
sportpesa,WOQJPV,32740.35,80,hello@bettingtipsnet.com,premium,11:33:04,2025-08-26,269119933,,,
sportybet:ng,G282DC,293877.5,87,hello@bettingtipsnet.com,premium,11:33:04,2025-08-26,128182316,,0xFFFA0909,
