site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
paripesa,MATLS,511.67,55,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,255350184,,0xFF05117E,
22bet,46pls,4285.38,87,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,33173099,,0xFF064146,
1xbet:ng,SESLS,1654.45,75,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,76709382,,0xFF0982EC,
1xbet:ng,SESLS,1654.14,87,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,314835714,,0xFF0982EC,
betway:za,BW3ED5536,1320.3,55,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,328830667,,0xFF000000,
betway:za,BW3ED0A67,1712.44,55,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,313770828,,0xFF000000,
betway:za,BW3EC5263,3.51,70,support@bettingtipsnet.com,free,13:18:49,2025-06-11,170390981,,0xFF000000,
22bet,UFBLS,7.06,80,support@bettingtipsnet.com,free,13:18:49,2025-06-11,206563663,,0xFF064146,
paripesa,4ESLS,1646.34,80,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,207503123,,0xFF05117E,
helabet,Jutks,27635.46,85,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,241615927,,,
sportybet:ng,MRV8EM,29921.05,87,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,126900887,,0xFFFA0909,
betwinner:ng,PH8KS,7.01,80,support@bettingtipsnet.com,free,13:18:49,2025-06-11,154184894,,0xFF1A654A,
sportybet:ng,MZDQD8,153868.15,85,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,259630801,,0xFFFA0909,
helabet,Nr8ks,203.89,87,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,239281271,,,
22bet,FMDLS,22.02,87,support@bettingtipsnet.com,free,13:18:49,2025-06-11,118796921,,0xFF064146,
1xbet:ng,R9KLS,3.7,85,support@bettingtipsnet.com,free,13:18:49,2025-06-11,330316833,,0xFF0982EC,
1xbet:ng,R9KLS,4.07,87,support@bettingtipsnet.com,free,13:18:49,2025-06-11,273447936,,0xFF0982EC,
betway:za,BW3E7D1AE,34.98,65,support@bettingtipsnet.com,free,13:18:49,2025-06-11,89964227,,0xFF000000,
betway:za,BW3E7EA24,212.42,92,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,313199139,,0xFF000000,
betway:za,BW3ECEB7B,1125.53,65,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,169206772,,0xFF000000,
sportybet:ng,VPRDCJ,57637.17,85,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,279217764,,0xFFFA0909,
1xbet:ng,R9KLS,3.52,65,support@bettingtipsnet.com,free,13:18:49,2025-06-11,76056091,,0xFF0982EC,
bet9ja,33J7NCD,484061.45,70,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,65409281,,0xFF097E36,
1xbet:ng,55KLS,6.79,55,support@bettingtipsnet.com,free,13:18:49,2025-06-11,32982515,,0xFF0982EC,
1xbet:ng,55KLS,7.21,87,support@bettingtipsnet.com,free,13:18:49,2025-06-11,90183599,,0xFF0982EC,
1xbet:ng,55KLS,7.22,80,support@bettingtipsnet.com,free,13:18:49,2025-06-11,224711802,,0xFF0982EC,
