site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
1xbet:ke,8GVHQ,51.5,85,hello@bettingtipsnet.com,free,07:46:30,2025-06-04,17334353,,0xFF0982EC,
1xbet:xx,ZRSHQ,647,65,hello@bettingtipsnet.com,premium,07:46:30,2025-06-04,268159950,,0xFF0982EC,
paripesa,BCTHQ,647.38,85,hello@bettingtipsnet.com,premium,07:46:30,2025-06-04,78288091,,0xFF05117E,
1xbet:xx,4GQHQ,34.62,85,hello@bettingtipsnet.com,free,07:46:30,2025-06-04,68142699,,0xFF0982EC,
betking:ng,HZY7M,243.93,92,hello@bettingtipsnet.com,premium,07:46:30,2025-06-04,196832415,,0xFF1D1592,
sportybet:ng,GGQBBM,11.77,85,hello@bettingtipsnet.com,free,07:46:30,2025-06-04,96968770,,0xFFFA0909,
1xbet:xx,T96HQ,34.35,65,hello@bettingtipsnet.com,free,07:46:30,2025-06-04,16429909,,0xFF0982EC,
sportybet:ng,WUW25M,7.55,87,hello@bettingtipsnet.com,free,07:46:30,2025-06-04,290069826,,0xFFFA0909,
paripesa,G4RHQ,1606.29,65,hello@bettingtipsnet.com,premium,07:46:30,2025-06-04,141041078,,0xFF05117E,
betking:ng,FKGBB,401.56,85,hello@bettingtipsnet.com,premium,07:46:30,2025-06-04,43221453,,0xFF1D1592,
betking:ng,DYETH,559.8,87,hello@bettingtipsnet.com,premium,07:46:30,2025-06-04,163015971,,0xFF1D1592,
betking:ng,CCS6A,44.38,70,hello@bettingtipsnet.com,free,07:46:30,2025-06-04,244125654,,0xFF1D1592,
sportybet:zm,32648J,18.56,92,hello@bettingtipsnet.com,free,07:46:30,2025-06-04,13073273,,0xFFFA0909,
betking:ng,A9B16,79.74,92,hello@bettingtipsnet.com,free,07:46:30,2025-06-04,71943147,,0xFF1D1592,
paripesa,1FQHQ,218.57,55,hello@bettingtipsnet.com,premium,07:46:30,2025-06-04,243032012,,0xFF05117E,
1xbet:xx,MRNHQ,203.81,75,hello@bettingtipsnet.com,premium,07:46:30,2025-06-04,205166596,,0xFF0982EC,
1xbet:xx,CE5HQ,10.16,85,hello@bettingtipsnet.com,free,07:46:30,2025-06-04,207912908,,0xFF0982EC,
betika:ke,bE2jpQ,174046545.84,80,hello@bettingtipsnet.com,premium,07:46:30,2025-06-04,140017786,,,
sportybet:ng,K6AL7T,4129.06,92,hello@bettingtipsnet.com,premium,07:46:30,2025-06-04,317969667,,0xFFFA0909,
sportybet:ng,M89GPE,821.05,80,hello@bettingtipsnet.com,premium,07:46:30,2025-06-04,120829527,,0xFFFA0909,
betika:ke,GZ6AjJ,8111.44,80,hello@bettingtipsnet.com,premium,07:46:30,2025-06-04,213338987,,,
betika:ke,LeUVRv,2864.7,92,hello@bettingtipsnet.com,premium,07:46:30,2025-06-04,96353993,,,
betking:ng,FCVV9,1047075.94,87,hello@bettingtipsnet.com,premium,07:46:30,2025-06-04,216107364,,0xFF1D1592,
betika:gh,AcUnmh,100.85,75,hello@bettingtipsnet.com,premium,07:46:30,2025-06-04,295854448,,,
betwinner:ng,D7BHQ,17.33,65,hello@bettingtipsnet.com,free,07:46:30,2025-06-04,100351343,,0xFF1A654A,
