site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
sportybet:ng,TJX3ZF,3.48,65,hello@bettingtipsnet.com,free,08:20:21,2025-06-10,176401137,,0xFFFA0909,
1xbet:in,4UN8R,9.67,70,hello@bettingtipsnet.com,free,08:20:21,2025-06-10,105846949,,0xFF0982EC,
1xbet:ke,SN58R,9.57,87,hello@bettingtipsnet.com,free,08:20:21,2025-06-10,282203109,,0xFF0982EC,
sportybet:ng,H70SVM,274.43,55,hello@bettingtipsnet.com,premium,08:20:21,2025-06-10,209492226,,0xFFFA0909,
sportybet:ng,TL4QBC,,55,hello@bettingtipsnet.com,free,08:20:21,2025-06-10,68515319,,0xFFFA0909,
sportybet:gh,82Q5SH,5.19,80,hello@bettingtipsnet.com,free,08:20:21,2025-06-10,100911513,,0xFFFA0909,
1xbet:ng,8DJ8R,6.37,55,hello@bettingtipsnet.com,free,08:20:21,2025-06-10,133952802,,0xFF0982EC,
sportybet:gh,9CGZZV,,80,hello@bettingtipsnet.com,free,08:20:21,2025-06-10,213581880,,0xFFFA0909,
1xbet:xx,8XJ8R,10.52,65,hello@bettingtipsnet.com,free,08:20:21,2025-06-10,207217361,,0xFF0982EC,
sportybet:tz,53B25V,,92,hello@bettingtipsnet.com,free,08:20:21,2025-06-10,79690427,,0xFFFA0909,
msport,B2XHXDN,3704.14,85,hello@bettingtipsnet.com,premium,08:20:21,2025-06-10,264490622,,0xFFFFCA26,
1xbet:xx,HXF8R,9.64,92,hello@bettingtipsnet.com,free,08:20:21,2025-06-10,235879536,,0xFF0982EC,
1xbet:ng,E838R,1.55,87,hello@bettingtipsnet.com,free,08:20:21,2025-06-10,332203279,,0xFF0982EC,
1xbet:xx,Y6C8R,272.59,80,hello@bettingtipsnet.com,premium,08:20:21,2025-06-10,128169213,,0xFF0982EC,
betpawa,A1CXZ25,192979.8,85,hello@bettingtipsnet.com,premium,08:20:21,2025-06-10,70520946,,,
888starz,G8A8R,2.75,92,hello@bettingtipsnet.com,free,08:20:21,2025-06-10,160641028,,,
betpawa,F2GYV5F,142.49,87,hello@bettingtipsnet.com,premium,08:20:21,2025-06-10,63634264,,,
1xbet:ng,BG18R,16.46,87,hello@bettingtipsnet.com,free,08:20:21,2025-06-10,252050313,,0xFF0982EC,
1xbet:xx,31ZXR,48.11,80,hello@bettingtipsnet.com,free,08:20:21,2025-06-10,207586645,,0xFF0982EC,
1xbet:xx,MQ8XR,521.11,75,hello@bettingtipsnet.com,premium,08:20:21,2025-06-10,310660720,,0xFF0982EC,
1xbet:ke,YB8XR,520.63,70,hello@bettingtipsnet.com,premium,08:20:21,2025-06-10,328812852,,0xFF0982EC,
1xbet:ng,KLXXR,3193.43,87,hello@bettingtipsnet.com,premium,08:20:21,2025-06-10,330865905,,0xFF0982EC,
sportybet:ng,VVV9ZM,3193.88,80,hello@bettingtipsnet.com,premium,08:20:21,2025-06-10,41644920,,0xFFFA0909,
1xbet:xx,99UXR,14.87,87,hello@bettingtipsnet.com,free,08:20:21,2025-06-10,302011632,,0xFF0982EC,
paripesa,K75XR,86.59,80,hello@bettingtipsnet.com,free,08:20:21,2025-06-10,213112226,,0xFF05117E,
