site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
,🔥 29+,2.58,80,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,182554378,,"{
    ""data"": {
        ""sites"": [
            {
                ""site"": ""bet9ja"",
                ""img"": ""0xFF097E36""
            },
            {
                ""site"": ""betking:ng"",
                ""img"": ""0xFF1D1592""
            },
            {
                ""site"": ""1xbet:ng"",
                ""img"": ""0xFF0982EC""
            },
            {
                ""site"": ""sportybet:ng"",
                ""img"": ""0xFFFA0909""
            },
            {
                ""site"": ""22bet:ng"",
                ""img"": ""0xFF064146""
            },
            {
                ""site"": ""betwinner"",
                ""img"": ""0xFF1A654A""
            },
            {
                ""site"": ""paripesa"",
                ""img"": ""0xFF05117E""
            },
            {
                ""site"": ""megapari"",
                ""img"": ""0xFF383838""
            },
            {
                ""site"": ""melbet"",
                ""img"": ""0xFF151515""
            },
            {
                ""site"": ""msport"",
                ""img"": ""0xFFFFCA26""
            },
            {
                ""site"": ""linebet"",
                ""img"": ""0xFF2E5822""
            },
            {
                ""site"": ""betway"",
                ""img"": ""0xFF000000""
            },
            {
                ""site"": ""db_bet"",
                ""img"": ""0xFFFF5275""
            }
        ]
    }
}",
betway:ng,BW413A28B3,10.52,85,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,95524973,,0xFF000000,
1xbet:xx,4H267,10.61,92,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,191213088,,0xFF0982EC,
1xbet:ng,EV167,,80,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,78561060,,0xFF0982EC,
odibet,M9U2TZ3,65.17,92,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,124056435,,,
odibet,M9U2TZ3,31,65,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,152635313,,,
sportybet:ng,TKPGXN,65.42,85,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,25569470,,0xFFFA0909,
odibet,3VEPUXF,25.92,80,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,37857396,,,
odibet,3VEPUXF,4.49,92,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,322176111,,,
sportybet:ng,HLFVVH,25.93,85,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,200609977,,0xFFFA0909,
1xbet:ng,M97Q7,25.81,55,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,116867679,,0xFF0982EC,
linebet,M6RQ7,15.5,87,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,244619576,,0xFF2E5822,
linebet,M6RQ7,4.5,70,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,161623487,,0xFF2E5822,
1xbet:ng,UQRQ7,15.12,87,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,48284741,,0xFF0982EC,
1xbet:in,P4PQ7,14.78,92,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,21577950,,0xFF0982EC,
1xbet:xx,RFNQ7,15.67,55,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,297639106,,0xFF0982EC,
sportybet:ng,UE8FL8,10.54,87,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,246260343,,0xFFFA0909,
1xbet:ug,VKMQ7,2.88,85,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,321725433,,0xFF0982EC,
betpawa,3CREKNG,2.43,70,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,264242060,,,
sportybet:ng,UWS8AR,552.01,80,hello@bettingtipsnet.com,premium,06:35:39,2026-03-02,195701931,,0xFFFA0909,
1xbet:xx,AJJQ7,,80,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,64691538,,0xFF0982EC,
sportybet:tz,5DUMWA,,70,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,7475739,,0xFFFA0909,
sportybet:ng,GCV2NM,4.82,70,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,144189142,,0xFFFA0909,
1xbet:xx,SSFQ7,,85,hello@bettingtipsnet.com,free,06:35:39,2026-03-02,329453549,,0xFF0982EC,
1xbet:xx,X8EQ7,108.31,80,hello@bettingtipsnet.com,premium,06:35:39,2026-03-02,36424330,,0xFF0982EC,
22bet,S62Q7,102.26,70,hello@bettingtipsnet.com,premium,06:35:39,2026-03-02,312952021,,0xFF064146,
