site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
1xbet:xx,31VLM,11.94,87,hello@bettingtipsnet.com,free,12:27:19,2025-08-11,268080499,,0xFF0982EC,
bet9ja,39MGNZF,561.75,80,hello@bettingtipsnet.com,premium,12:27:19,2025-08-11,101905894,,0xFF097E36,
sportybet:gh,DW3ETK,63.32,80,hello@bettingtipsnet.com,free,12:27:19,2025-08-11,116099203,,0xFFFA0909,
1xbet:ng,F53LM,135.84,85,hello@bettingtipsnet.com,premium,12:27:19,2025-08-11,281507905,,0xFF0982EC,
betpawa,DR1YH2D,36.69,85,hello@bettingtipsnet.com,free,12:27:19,2025-08-11,82537496,,,
melbet,DN7LM,55764.95,80,hello@bettingtipsnet.com,premium,12:27:19,2025-08-11,231453213,,0xFF151515,
betking:ng,DB1J4,95.7,80,hello@bettingtipsnet.com,free,12:27:19,2025-08-11,97839165,,0xFF1D1592,
paripesa,D34LM,675.51,87,hello@bettingtipsnet.com,premium,12:27:19,2025-08-11,233314347,,0xFF05117E,
paripesa,D34LM,626.4,80,hello@bettingtipsnet.com,premium,12:27:19,2025-08-11,177030083,,0xFF05117E,
1xbet:xx,CPFLM,109672437.57,80,hello@bettingtipsnet.com,premium,12:27:19,2025-08-11,19346568,,0xFF0982EC,
1xbet:ng,B54LM,138.54,92,hello@bettingtipsnet.com,premium,12:27:19,2025-08-11,215081673,,0xFF0982EC,
1xbet:ng,B8ALM,119516.51,85,hello@bettingtipsnet.com,premium,12:27:19,2025-08-11,323108945,,0xFF0982EC,
1xbet:bj,BVJLM,5.5,87,hello@bettingtipsnet.com,free,12:27:19,2025-08-11,119177743,,0xFF0982EC,
1xbet:cm,B48KM,108.72,80,hello@bettingtipsnet.com,premium,12:27:19,2025-08-11,171542701,,0xFF0982EC,
msport,B2LY3HR,2.19,80,hello@bettingtipsnet.com,free,12:27:19,2025-08-11,153241148,,0xFFFFCA26,
msport,B2LY1ZA,17.07,92,hello@bettingtipsnet.com,free,12:27:19,2025-08-11,51377993,,0xFFFFCA26,
msport,B2LY1ZA,6.3,70,hello@bettingtipsnet.com,free,12:27:19,2025-08-11,4437920,,0xFFFFCA26,
msport,B2LXYHZ,747.85,75,hello@bettingtipsnet.com,premium,12:27:19,2025-08-11,132320917,,0xFFFFCA26,
msport,B2LXXX4,659.29,92,hello@bettingtipsnet.com,premium,12:27:19,2025-08-11,265551098,,0xFFFFCA26,
msport,B2LXWUM,657.83,80,hello@bettingtipsnet.com,premium,12:27:19,2025-08-11,135635019,,0xFFFFCA26,
msport,B2LXLEV,37.13,70,hello@bettingtipsnet.com,free,12:27:19,2025-08-11,16552936,,0xFFFFCA26,
betwinner:ng,ACUKM,4.19,85,hello@bettingtipsnet.com,free,12:27:19,2025-08-11,299305408,,0xFF1A654A,
1xbet:in,9RQLM,79.73,80,hello@bettingtipsnet.com,free,12:27:19,2025-08-11,263342891,,0xFF0982EC,
betpawa,9P2IX5T,35.72,80,hello@bettingtipsnet.com,free,12:27:19,2025-08-11,167921377,,,
sportybet:gh,9E7KDJ,102.89,85,hello@bettingtipsnet.com,premium,12:27:19,2025-08-11,108893669,,0xFFFA0909,
