site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
bet9ja,3S35L3Q,107.32,80,support@bettingtipsnet.com,free,06:09:09,2025-12-09,304797757,,0xFF097E36,
sportybet:ng,XT8KJJ,3.54,85,support@bettingtipsnet.com,free,06:09:09,2025-12-09,203754902,,0xFFFA0909,
sportybet:ng,SNEXPK,20.53,75,support@bettingtipsnet.com,free,06:09:09,2025-12-09,5265723,,0xFFFA0909,
sportybet:ng,NPLGG6,20.38,80,support@bettingtipsnet.com,free,06:09:09,2025-12-09,237708291,,0xFFFA0909,
sportybet:ng,RJWSHY,19.12,80,support@bettingtipsnet.com,free,06:09:09,2025-12-09,34762996,,0xFFFA0909,
sportybet:ng,Z2X36H,32.25,92,support@bettingtipsnet.com,free,06:09:09,2025-12-09,167235629,,0xFFFA0909,
sportybet:ng,QV19QL,13147.46,75,support@bettingtipsnet.com,premium,06:09:09,2025-12-09,190779305,,0xFFFA0909,
bet9ja,3s3lsq5,278.08,75,support@bettingtipsnet.com,free,06:09:09,2025-12-09,239771446,,0xFF097E36,
betway:gh,BW27814A83,45.31,75,support@bettingtipsnet.com,free,06:09:09,2025-12-09,192394796,,0xFF000000,
sportybet:ng,M7CVLR,62060.16,70,support@bettingtipsnet.com,premium,06:09:09,2025-12-09,214017348,,0xFFFA0909,
bet9ja,3s3kp8y,261478.66,80,support@bettingtipsnet.com,premium,06:09:09,2025-12-09,104319409,,0xFF097E36,
msport,B2LMLGA,846846.13,65,support@bettingtipsnet.com,premium,06:09:09,2025-12-09,247521381,,0xFFFFCA26,
betika:ke,znyrYu,68040.28,87,support@bettingtipsnet.com,premium,06:09:09,2025-12-09,191944315,,,
msport,B2LMLGA,846846.5,92,support@bettingtipsnet.com,premium,06:09:09,2025-12-09,37837350,,0xFFFFCA26,
betway:za,BW278E9900,449.18,65,support@bettingtipsnet.com,free,06:09:09,2025-12-09,319631272,,0xFF000000,
bet9ja,3S3HNF7,109.52,70,support@bettingtipsnet.com,free,06:09:09,2025-12-09,136239476,,0xFF097E36,
sportybet:ng,Z7lf6l,738.2,87,support@bettingtipsnet.com,free,06:09:09,2025-12-09,236412085,,0xFFFA0909,
bet9ja,3S3HGGW,191.54,80,support@bettingtipsnet.com,free,06:09:09,2025-12-09,188074200,,0xFF097E36,
football,XC97E94B,4139.32,65,support@bettingtipsnet.com,premium,06:09:09,2025-12-09,74260959,,,
sportybet:ng,U8PTN1,3411.44,85,support@bettingtipsnet.com,premium,06:09:09,2025-12-09,74449285,,0xFFFA0909,
football,XC97E94B,4139.5,92,support@bettingtipsnet.com,premium,06:09:09,2025-12-09,327252196,,,
bet9ja,3S29JGH,251.6,70,support@bettingtipsnet.com,free,06:09:09,2025-12-09,68447784,,0xFF097E36,
