site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
sportybet:ng,XRFDMH,28.18,92,hello@bettingtipsnet.com,free,17:19:52,2025-05-28,103989500,,0xFFFA0909,
1xbet:xx,U4VN5,361600.01,87,hello@bettingtipsnet.com,premium,17:19:52,2025-05-28,258399051,,0xFF0982EC,
sportybet:ng,N2TS4Z,374.61,80,hello@bettingtipsnet.com,premium,17:19:52,2025-05-28,186374476,,0xFFFA0909,
paripesa,LEDP5,21.15,55,hello@bettingtipsnet.com,free,17:19:52,2025-05-28,44533727,,0xFF05117E,
betika:ke,rTg11s,,80,hello@bettingtipsnet.com,free,17:19:52,2025-05-28,329090112,,,
1xbet:xx,1Z2P5,21.71,80,hello@bettingtipsnet.com,free,17:19:52,2025-05-28,76042260,,0xFF0982EC,
1xbet:xx,47BP5,4.21,55,hello@bettingtipsnet.com,free,17:19:52,2025-05-28,194181046,,0xFF0982EC,
1xbet:xx,2EBP5,5.16,92,hello@bettingtipsnet.com,free,17:19:52,2025-05-28,205863741,,0xFF0982EC,
1xbet:xx,CSAP5,2.74,85,hello@bettingtipsnet.com,free,17:19:52,2025-05-28,259902565,,0xFF0982EC,
melbet,RX9N5,337764.61,55,hello@bettingtipsnet.com,premium,17:19:52,2025-05-28,110048177,,0xFF151515,
1xbet:xx,NJ1P5,3.12,85,hello@bettingtipsnet.com,free,17:19:52,2025-05-28,117434248,,0xFF0982EC,
sportybet:ng,KYLG5T,7.04,87,hello@bettingtipsnet.com,free,17:19:52,2025-05-28,203806289,,0xFFFA0909,
sportybet:ng,K7Q52K,58.52,55,hello@bettingtipsnet.com,free,17:19:52,2025-05-28,277024149,,0xFFFA0909,
sportybet:ng,LGBWDG,5.65,85,hello@bettingtipsnet.com,free,17:19:52,2025-05-28,24851181,,0xFFFA0909,
1xbet:xx,S8YN5,2.68,75,hello@bettingtipsnet.com,free,17:19:52,2025-05-28,167198488,,0xFF0982EC,
1xbet:xx,9ZYN5,1.96,92,hello@bettingtipsnet.com,free,17:19:52,2025-05-28,185761175,,0xFF0982EC,
22bet,BXZN5,374.95,80,hello@bettingtipsnet.com,premium,17:19:52,2025-05-28,326991658,,0xFF064146,
1xbet:xx,86YN5,3.17,85,hello@bettingtipsnet.com,free,17:19:52,2025-05-28,136558110,,0xFF0982EC,
megapari,XS7N5,177114.92,92,hello@bettingtipsnet.com,premium,17:19:52,2025-05-28,158087524,,0xFF383838,
1xbet:ng,Y4UN5,6.38,55,hello@bettingtipsnet.com,free,17:19:52,2025-05-28,182154906,,0xFF0982EC,
sportybet:ng,LY8W77,4.91,55,hello@bettingtipsnet.com,free,17:19:52,2025-05-28,104167230,,0xFFFA0909,
1xbet:ng,J58N5,1.0875564124808,55,hello@bettingtipsnet.com,free,17:19:52,2025-05-28,238479874,,0xFF0982EC,
sportybet:ng,JPYPX0,2.92,87,hello@bettingtipsnet.com,free,17:19:52,2025-05-28,284827159,,0xFFFA0909,
melbet,6GTN5,3.72,87,hello@bettingtipsnet.com,free,17:19:52,2025-05-28,100879940,,0xFF151515,
megapari,BKTN5,1.83,85,hello@bettingtipsnet.com,free,17:19:52,2025-05-28,52153764,,0xFF383838,
