site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
sportybet:gh,EQGYGX,215.01,92,hello@bettingtipsnet.com,premium,04:19:52,2025-11-03,231449729,,0xFFFA0909,
sportybet:ng,GZYT3E,5466.32,92,hello@bettingtipsnet.com,premium,04:19:52,2025-11-03,234048864,,0xFFFA0909,
sportybet:gh,C735QR,179.12,92,hello@bettingtipsnet.com,premium,04:19:52,2025-11-03,114662996,,0xFFFA0909,
betika:ke,2Lzh1W,98.27,87,hello@bettingtipsnet.com,free,04:19:52,2025-11-03,118118695,,,
sportybet:gh,9PPPSN,5392.13,92,hello@bettingtipsnet.com,premium,04:19:52,2025-11-03,162489525,,0xFFFA0909,
betpawa,U8GYGM6,125.77,55,hello@bettingtipsnet.com,premium,04:19:52,2025-11-03,178847912,,,
sportybet:ng,VQ0G38,27.31,85,hello@bettingtipsnet.com,free,04:19:52,2025-11-03,322564575,,0xFFFA0909,
sportybet:gh,CL3XH9,785.97,85,hello@bettingtipsnet.com,premium,04:19:52,2025-11-03,321282291,,0xFFFA0909,
sportybet:gh,827CQH,27.13,65,hello@bettingtipsnet.com,free,04:19:52,2025-11-03,107806633,,0xFFFA0909,
sportybet:ng,V5N8U5,304.16,80,hello@bettingtipsnet.com,premium,04:19:52,2025-11-03,3022438,,0xFFFA0909,
sportybet:ng,KLPR54,40.94,87,hello@bettingtipsnet.com,free,04:19:52,2025-11-03,265940812,,0xFFFA0909,
sportybet:ng,MV6DS5,,85,hello@bettingtipsnet.com,free,04:19:52,2025-11-03,268868818,,0xFFFA0909,
sportybet:ng,P8AQXY,,92,hello@bettingtipsnet.com,free,04:19:52,2025-11-03,18831336,,0xFFFA0909,
msport,B2MVA5F,9155.09,92,hello@bettingtipsnet.com,premium,04:19:52,2025-11-03,325848770,,0xFFFFCA26,
sportybet:ng,N24BEB,504.57,80,hello@bettingtipsnet.com,premium,04:19:52,2025-11-03,215868771,,0xFFFA0909,
sportybet:ng,N24BEB,8.93,80,hello@bettingtipsnet.com,free,04:19:52,2025-11-03,93581092,,0xFFFA0909,
betika:ke,8SrGqF,504.69,92,hello@bettingtipsnet.com,premium,04:19:52,2025-11-03,280655314,,,
sportybet:ng,XT03AY,1277.52,92,hello@bettingtipsnet.com,premium,04:19:52,2025-11-03,268470800,,0xFFFA0909,
msport,B2MUPK9,727.76,80,hello@bettingtipsnet.com,premium,04:19:52,2025-11-03,83083541,,0xFFFFCA26,
bet9ja,3N3HVRR,110135.43,87,hello@bettingtipsnet.com,premium,04:19:52,2025-11-03,174278554,,0xFF097E36,
msport,B2MTM76,7335.19,92,hello@bettingtipsnet.com,premium,04:19:52,2025-11-03,312188119,,0xFFFFCA26,
betika:ke,J3Kqnm,1427510.13,87,hello@bettingtipsnet.com,premium,04:19:52,2025-11-03,225212531,,,
betika:tz,MX9CWs,4275.99,55,hello@bettingtipsnet.com,premium,04:19:52,2025-11-03,2488862,,,
sportybet:ng,QFXLCE,2.89,70,hello@bettingtipsnet.com,free,04:19:52,2025-11-03,276074641,,0xFFFA0909,
sportybet:ng,MGY4ZA,1394.04,85,hello@bettingtipsnet.com,premium,04:19:52,2025-11-03,68782755,,0xFFFA0909,
