site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
betway:za,BW27E6F24,28.19,80,support@bettingtipsnet.com,free,07:45:48,2025-05-26,223658189,,0xFF000000,
1xbet:ng,6VZNM,45.32,85,support@bettingtipsnet.com,free,07:45:48,2025-05-26,118679094,,0xFF0982EC,
1xbet:ng,r75pm,2061.04,80,support@bettingtipsnet.com,premium,07:45:48,2025-05-26,7007762,,0xFF0982EC,
paripesa,78ZNM,45.46,92,support@bettingtipsnet.com,free,07:45:48,2025-05-26,205105483,,0xFF05117E,
1xbet:ng,33EPM,3689751.44,65,support@bettingtipsnet.com,premium,07:45:48,2025-05-26,302817619,,0xFF0982EC,
1xbet:ng,33EPM,3689751.25,80,support@bettingtipsnet.com,premium,07:45:48,2025-05-26,44945669,,0xFF0982EC,
888starz,GK7NM,2.51,87,support@bettingtipsnet.com,free,07:45:48,2025-05-26,17889338,,,
helabet,KS4PM,54.24,85,support@bettingtipsnet.com,free,07:45:48,2025-05-26,32483133,,,
helabet,45KPM,38.85,65,support@bettingtipsnet.com,free,07:45:48,2025-05-26,169450174,,,
helabet,7D4PM,564.93,80,support@bettingtipsnet.com,premium,07:45:48,2025-05-26,61200793,,,
helabet,7D4PM,565.32,80,support@bettingtipsnet.com,premium,07:45:48,2025-05-26,111467015,,,
paripesa,Dr3pm,3.28,92,support@bettingtipsnet.com,free,07:45:48,2025-05-26,271720617,,0xFF05117E,
paripesa,Z52pm,6.49,85,support@bettingtipsnet.com,free,07:45:48,2025-05-26,75655507,,0xFF05117E,
helabet,TKFPM,2.7,92,support@bettingtipsnet.com,free,07:45:48,2025-05-26,144720302,,,
sportybet:ng,20LUBX,101.8,70,support@bettingtipsnet.com,premium,07:45:48,2025-05-26,28163046,,0xFFFA0909,
1xbet:ng,33EPM,3689751.14,92,support@bettingtipsnet.com,premium,07:45:48,2025-05-26,9710107,,0xFF0982EC,
sportybet:ng,VF3SL5,158698.35,75,support@bettingtipsnet.com,premium,07:45:48,2025-05-26,134748179,,0xFFFA0909,
msport,B2D6RNJ,3633.64,70,support@bettingtipsnet.com,premium,07:45:48,2025-05-26,259622527,,0xFFFFCA26,
1xbet:ng,CRZNM,44.97,75,support@bettingtipsnet.com,free,07:45:48,2025-05-26,320093446,,0xFF0982EC,
1xbet:ng,Svp5m,2.92,70,support@bettingtipsnet.com,free,07:45:48,2025-05-26,142776999,,0xFF0982EC,
1xbet:ng,CRZNM,45.3,85,support@bettingtipsnet.com,free,07:45:48,2025-05-26,20156277,,0xFF0982EC,
sportybet:ng,R62C37,131.69,55,support@bettingtipsnet.com,premium,07:45:48,2025-05-26,113227683,,0xFFFA0909,
1xbet:xx,1F3NM,4565.36,92,support@bettingtipsnet.com,premium,07:45:48,2025-05-26,53112083,,0xFF0982EC,
bet9ja,3293KK7,124992.58,85,support@bettingtipsnet.com,premium,07:45:48,2025-05-26,16820297,,0xFF097E36,
1xbet:ng,u8m5m,3.1,87,support@bettingtipsnet.com,free,07:45:48,2025-05-26,4941423,,0xFF0982EC,
