site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
betway:za,BW9E12423,1476.94,80,support@bettingtipsnet.com,premium,06:43:48,2025-08-10,71165199,,0xFF000000,
betway:za,BW9E12423,120.64,85,support@bettingtipsnet.com,free,06:43:48,2025-08-10,249724969,,0xFF000000,
bet9ja,39HSTD7,614.03,87,support@bettingtipsnet.com,free,06:43:48,2025-08-10,314459684,,0xFF097E36,
bet9ja,39HSTD7,614.45,85,support@bettingtipsnet.com,free,06:43:48,2025-08-10,67169943,,0xFF097E36,
betway:za,BW9A2BF64,31.42,87,support@bettingtipsnet.com,free,06:43:48,2025-08-10,205987887,,0xFF000000,
helabet,C7QRL,10232.33,70,support@bettingtipsnet.com,premium,06:43:48,2025-08-10,132284218,,,
paripesa,4KLUL,2190.7,65,support@bettingtipsnet.com,premium,06:43:48,2025-08-10,299213354,,0xFF05117E,
bet9ja,39HHWDZ,37942.23,87,support@bettingtipsnet.com,premium,06:43:48,2025-08-10,49367687,,0xFF097E36,
bet9ja,39HRSJP,99.96,80,support@bettingtipsnet.com,free,06:43:48,2025-08-10,305962975,,0xFF097E36,
1xbet:xx,Qj4ul,424.76,70,support@bettingtipsnet.com,free,06:43:48,2025-08-10,274238749,,0xFF0982EC,
bet9ja,2923720641,,85,support@bettingtipsnet.com,free,06:43:48,2025-08-10,304927474,,0xFF097E36,
1xbet:xx,2l4ul,12011.47,55,support@bettingtipsnet.com,premium,06:43:48,2025-08-10,226893527,,0xFF0982EC,
bet9ja,39HRSJP,100.76,80,support@bettingtipsnet.com,free,06:43:48,2025-08-10,177420080,,0xFF097E36,
bet9ja,39HRD7H,356.09,92,support@bettingtipsnet.com,free,06:43:48,2025-08-10,259117846,,0xFF097E36,
sportybet:ng,KLPGFT,335.82,70,support@bettingtipsnet.com,free,06:43:48,2025-08-10,11042534,,0xFFFA0909,
bet9ja,39HRD7H,355.61,87,support@bettingtipsnet.com,free,06:43:48,2025-08-10,324843494,,0xFF097E36,
melbet,2FHUL,7.18,65,support@bettingtipsnet.com,free,06:43:48,2025-08-10,191590617,,0xFF151515,
betway:za,BW6C7D94F,4.17,80,support@bettingtipsnet.com,free,06:43:48,2025-08-10,124965205,,0xFF000000,
melbet,SSFUL,3.85,65,support@bettingtipsnet.com,free,06:43:48,2025-08-10,37422355,,0xFF151515,
sportybet:ng,BTCXS1,639.31,87,support@bettingtipsnet.com,free,06:43:48,2025-08-10,182084328,,0xFFFA0909,
paripesa,252TL,1211.59,87,support@bettingtipsnet.com,premium,06:43:48,2025-08-10,130557581,,0xFF05117E,
22bet,7EVSL,1076.66,92,support@bettingtipsnet.com,premium,06:43:48,2025-08-10,127696079,,0xFF064146,
22bet,7EVSL,1076.19,92,support@bettingtipsnet.com,premium,06:43:48,2025-08-10,180812312,,0xFF064146,
melbet,B9Y7L,19.68,70,support@bettingtipsnet.com,free,06:43:48,2025-08-10,171266029,,0xFF151515,
msport,B2JPGDG,,92,support@bettingtipsnet.com,free,06:43:48,2025-08-10,231049197,,0xFFFFCA26,
sportybet:ng,JXETF1,11.87,75,support@bettingtipsnet.com,free,06:43:48,2025-08-10,171428303,,0xFFFA0909,
betway:ng,U1FAC0FEC,14725.07,55,support@bettingtipsnet.com,premium,06:43:48,2025-08-10,107936194,,0xFF000000,
msport,B3KGJB1,,75,support@bettingtipsnet.com,free,06:43:48,2025-08-10,192150777,,0xFFFFCA26,
melbet,J8BUL,4.59,80,support@bettingtipsnet.com,free,06:43:48,2025-08-10,319289103,,0xFF151515,
winwin,YGAUL,202.69,70,support@bettingtipsnet.com,free,06:43:48,2025-08-10,89823859,,,
winwin,YGAUL,201.81,85,support@bettingtipsnet.com,free,06:43:48,2025-08-10,81241277,,,
msport,B2JPGDG,,85,support@bettingtipsnet.com,free,06:43:48,2025-08-10,317146326,,0xFFFFCA26,
paripesa,KBETL,7.07,92,support@bettingtipsnet.com,free,06:43:48,2025-08-10,55354323,,0xFF05117E,
bet9ja,2334001917,,65,support@bettingtipsnet.com,free,06:43:48,2025-08-10,229161722,,0xFF097E36,
melbet,9V87L,6.4,92,support@bettingtipsnet.com,free,06:43:48,2025-08-10,314100385,,0xFF151515,
bet9ja,117114191,,65,support@bettingtipsnet.com,free,06:43:48,2025-08-10,17167847,,0xFF097E36,
bet9ja,3363207118,,92,support@bettingtipsnet.com,free,06:43:48,2025-08-10,99389473,,0xFF097E36,
1xbet:ng,5NU7L,10.42,85,support@bettingtipsnet.com,free,06:43:48,2025-08-10,84960147,,0xFF0982EC,
