site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
22bet,DME7S,91.17,70,support@bettingtipsnet.com,free,11:20:54,2025-06-12,320339285,,0xFF064146,
bet9ja,33L2T6K,268.37,85,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,24362296,,0xFF097E36,
bet9ja,33L2QCD,312.69,80,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,314016531,,0xFF097E36,
bet9ja,33L2KZK,287.15,87,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,330940681,,0xFF097E36,
22bet,YGZ7S,3438,85,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,20232732,,0xFF064146,
22bet,YGZ7S,3437.55,92,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,293904471,,0xFF064146,
betway:ng,X483F9BC0,5.27,75,support@bettingtipsnet.com,free,11:20:54,2025-06-12,251575080,,0xFF000000,
paripesa,VF67S,3.98,75,support@bettingtipsnet.com,free,11:20:54,2025-06-12,302850685,,0xFF05117E,
1xbet:ng,9GMTS,63065.17,80,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,212299237,,0xFF0982EC,
betwinner:ng,UJF7S,5.91,87,support@bettingtipsnet.com,free,11:20:54,2025-06-12,311481704,,0xFF1A654A,
fansport,9BD7S,2.4,55,support@bettingtipsnet.com,free,11:20:54,2025-06-12,95388309,,,
fansport,9BD7S,2.59,75,support@bettingtipsnet.com,free,11:20:54,2025-06-12,244705732,,,
sportybet:ng,JZ06XW,7659.23,70,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,51288022,,0xFFFA0909,
22bet,S4k7s,3.23,80,support@bettingtipsnet.com,free,11:20:54,2025-06-12,112047071,,0xFF064146,
1xbet:ug,l97rs,1.2,85,support@bettingtipsnet.com,free,11:20:54,2025-06-12,13057714,,0xFF0982EC,
22bet,S4k7s,3,87,support@bettingtipsnet.com,free,11:20:54,2025-06-12,189224243,,0xFF064146,
sportybet:mx,PXX1YM,942467.69,55,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,204581619,,0xFFFA0909,
paripesa,KZ57S,2.52,92,support@bettingtipsnet.com,free,11:20:54,2025-06-12,234371737,,0xFF05117E,
paripesa,2PRTS,1312.38,80,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,303105904,,0xFF05117E,
sportybet:gh,A7BAW1,243.2,80,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,319481944,,0xFFFA0909,
sportybet:gh,A7BAW1,243.35,55,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,282464019,,0xFFFA0909,
betway:za,BW3FB65A2,129.69,92,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,49096307,,0xFF000000,
paripesa,XAL7S,3.81,75,support@bettingtipsnet.com,free,11:20:54,2025-06-12,124115705,,0xFF05117E,
bet9ja,33KX3TB,270.34,87,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,122535128,,0xFF097E36,
1xbet:cm,L8m7s,3,80,support@bettingtipsnet.com,free,11:20:54,2025-06-12,198558302,,0xFF0982EC,
1xbet:cm,L8m7s,2.93,87,support@bettingtipsnet.com,free,11:20:54,2025-06-12,155201692,,0xFF0982EC,
bet9ja,33kvhPg,2.36,85,support@bettingtipsnet.com,free,11:20:54,2025-06-12,209654978,,0xFF097E36,
22bet,XSXSS,5474.52,65,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,287247330,,0xFF064146,
1xbet:ng,Z1K7S,3.33,75,support@bettingtipsnet.com,free,11:20:54,2025-06-12,101500200,,0xFF0982EC,
winwin,R7D7S,559.63,80,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,200159518,,,
1xbet:ng,Z1K7S,3.2,65,support@bettingtipsnet.com,free,11:20:54,2025-06-12,25286586,,0xFF0982EC,
1xbet:ng,Z1K7S,3.41,85,support@bettingtipsnet.com,free,11:20:54,2025-06-12,179450493,,0xFF0982EC,
1xbet:xx,n85ts,5929.91,92,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,318869508,,0xFF0982EC,
betwinner:ng,DB27S,2.28,80,support@bettingtipsnet.com,free,11:20:54,2025-06-12,12555957,,0xFF1A654A,
betking:ng,X52CRC,3.22,80,support@bettingtipsnet.com,free,11:20:54,2025-06-12,32893332,,0xFF1D1592,
1xbet:ng,S747S,6.75,80,support@bettingtipsnet.com,free,11:20:54,2025-06-12,232654073,,0xFF0982EC,
1xbet:ng,S747S,6.94,85,support@bettingtipsnet.com,free,11:20:54,2025-06-12,232704845,,0xFF0982EC,
888starz,R237S,784.32,80,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,17236987,,,
sportybet:ng,VMH82A,94.76,65,support@bettingtipsnet.com,free,11:20:54,2025-06-12,102339881,,0xFFFA0909,
1xbet:ng,S747S,6.4,87,support@bettingtipsnet.com,free,11:20:54,2025-06-12,166412008,,0xFF0982EC,
paripesa,C9D7S,2.43,70,support@bettingtipsnet.com,free,11:20:54,2025-06-12,85499887,,0xFF05117E,
1xbet:gh,GHSSS,2.33,85,support@bettingtipsnet.com,free,11:20:54,2025-06-12,177564738,,0xFF0982EC,
1xbet:gh,4EH7S,49.13,92,support@bettingtipsnet.com,free,11:20:54,2025-06-12,74838928,,0xFF0982EC,
bet9ja,33KVBFB,15.92,85,support@bettingtipsnet.com,free,11:20:54,2025-06-12,227285886,,0xFF097E36,
linebet,G79TS,2.79,85,support@bettingtipsnet.com,free,11:20:54,2025-06-12,232350997,,0xFF2E5822,
db_bet,Dbuts,246410.32,85,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,33884909,,0xFFFF5275,
22bet,9R27S,6.22,85,support@bettingtipsnet.com,free,11:20:54,2025-06-12,98608212,,0xFF064146,
sportybet:ng,XVT7VT,7.15,55,support@bettingtipsnet.com,free,11:20:54,2025-06-12,236638932,,0xFFFA0909,
1xbet:ci,KZKTS,183.77,92,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,256671856,,0xFF0982EC,
paripesa,C9D7S,2.41,80,support@bettingtipsnet.com,free,11:20:54,2025-06-12,243522046,,0xFF05117E,
1xbet:ci,KZKTS,183.74,87,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,31330787,,0xFF0982EC,
paripesa,C9D7S,2.67,87,support@bettingtipsnet.com,free,11:20:54,2025-06-12,326757806,,0xFF05117E,
1xbet:ng,Q1UTS,3.16,55,support@bettingtipsnet.com,free,11:20:54,2025-06-12,9708593,,0xFF0982EC,
1xbet:ci,UZKTS,3.01,87,support@bettingtipsnet.com,free,11:20:54,2025-06-12,323548998,,0xFF0982EC,
sportybet:ng,ZBZF33,815.94,80,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,32293419,,0xFFFA0909,
22bet,DLYTS,5.43,80,support@bettingtipsnet.com,free,11:20:54,2025-06-12,186454378,,0xFF064146,
sportybet:ng,HQSGAE,12.87,87,support@bettingtipsnet.com,free,11:20:54,2025-06-12,261349032,,0xFFFA0909,
sportybet:ng,RH573M,530655.86,75,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,69924409,,0xFFFA0909,
sportybet:ng,HQSGQQ,2.97,80,support@bettingtipsnet.com,free,11:20:54,2025-06-12,275103594,,0xFFFA0909,
fansport,N1ZTS,51.29,87,support@bettingtipsnet.com,free,11:20:54,2025-06-12,45864933,,,
db_bet,6DC7S,826.45,80,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,93578964,,0xFFFF5275,
sportybet:gh,A7BAW1,245.01,85,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,237252317,,0xFFFA0909,
1xbet:ng,8PBSS,311.98,87,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,253775457,,0xFF0982EC,
1xbet:ng,9NZTS,32.05,87,support@bettingtipsnet.com,free,11:20:54,2025-06-12,309125711,,0xFF0982EC,
sportybet:ng,HDRYC9,1584.5,65,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,66803851,,0xFFFA0909,
betway:za,BW3EFB2B5,1038.89,87,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,239225240,,0xFF000000,
sportybet:ng,W3U2A0,732.85,85,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,190695766,,0xFFFA0909,
paripesa,SS8TS,2.21,80,support@bettingtipsnet.com,free,11:20:54,2025-06-12,33552925,,0xFF05117E,
paripesa,1GYTS,2.15,85,support@bettingtipsnet.com,free,11:20:54,2025-06-12,236758998,,0xFF05117E,
betway:za,BW3F657B8,75.38,80,support@bettingtipsnet.com,free,11:20:54,2025-06-12,244426707,,0xFF000000,
1xbet:ng,MZUTS,34.27,92,support@bettingtipsnet.com,free,11:20:54,2025-06-12,193164236,,0xFF0982EC,
1xbet:ng,CS7TS,1.43,80,support@bettingtipsnet.com,free,11:20:54,2025-06-12,33516083,,0xFF0982EC,
db_bet,Dbuts,246410.9,85,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,259251642,,0xFFFF5275,
1xbet:ng,CS7TS,1.86,75,support@bettingtipsnet.com,free,11:20:54,2025-06-12,222352478,,0xFF0982EC,
sportybet:gh,PXA8KQ,324.86,70,support@bettingtipsnet.com,premium,11:20:54,2025-06-12,25053852,,0xFFFA0909,
