site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
paripesa,HG9UQ,243963.5,70,hello@bettingtipsnet.com,premium,10:30:20,2025-06-05,187244974,,0xFF05117E,
sportybet:ng,QNZ6UR,3.35,92,hello@bettingtipsnet.com,free,10:30:20,2025-06-05,87888462,,0xFFFA0909,
22bet,V4ZUQ,3.24,92,hello@bettingtipsnet.com,free,10:30:20,2025-06-05,242984408,,0xFF064146,
1xbet:xx,4YHUQ,104.27,87,hello@bettingtipsnet.com,premium,10:30:20,2025-06-05,115655562,,0xFF0982EC,
1xbet:bf,VJ8UQ,5.98,87,hello@bettingtipsnet.com,free,10:30:20,2025-06-05,280920356,,0xFF0982EC,
betika:ke,HkfgpM,48908.61,80,hello@bettingtipsnet.com,premium,10:30:20,2025-06-05,57600015,,,
bet9ja,33233YX,104507.85,55,hello@bettingtipsnet.com,premium,10:30:20,2025-06-05,7174427,,0xFF097E36,
betika:ke,783EJv,6842.07,80,hello@bettingtipsnet.com,premium,10:30:20,2025-06-05,175191556,,,
betika:ke,ysntsr,2557,75,hello@bettingtipsnet.com,premium,10:30:20,2025-06-05,122981341,,,
bet9ja,3322NPC,48909.2,80,hello@bettingtipsnet.com,premium,10:30:20,2025-06-05,153544281,,0xFF097E36,
betika:ke,u7tjrZ,2785.61,70,hello@bettingtipsnet.com,premium,10:30:20,2025-06-05,290157702,,,
betika:ke,rPWbPN,2099.97,87,hello@bettingtipsnet.com,premium,10:30:20,2025-06-05,65407008,,,
paripesa,HC7UQ,528.4,80,hello@bettingtipsnet.com,premium,10:30:20,2025-06-05,177762688,,0xFF05117E,
helabet,4CTUQ,528.02,92,hello@bettingtipsnet.com,premium,10:30:20,2025-06-05,318958129,,,
1xbet:xx,UUSUQ,306.8,85,hello@bettingtipsnet.com,premium,10:30:20,2025-06-05,1842257,,0xFF0982EC,
1xbet:xx,B2SUQ,10.86,92,hello@bettingtipsnet.com,free,10:30:20,2025-06-05,219552477,,0xFF0982EC,
sportybet:ng,NZF98Z,1.85,75,hello@bettingtipsnet.com,free,10:30:20,2025-06-05,242021971,,0xFFFA0909,
1xbet:xx,QBMUQ,1297.19,87,hello@bettingtipsnet.com,premium,10:30:20,2025-06-05,184792921,,0xFF0982EC,
melbet,R84UQ,1298.01,87,hello@bettingtipsnet.com,premium,10:30:20,2025-06-05,151283706,,0xFF151515,
1xbet:gh,D3MUQ,2.08,92,hello@bettingtipsnet.com,free,10:30:20,2025-06-05,252752480,,0xFF0982EC,
betika:ke,7pbbhf,30697.41,55,hello@bettingtipsnet.com,premium,10:30:20,2025-06-05,59835092,,,
1xbet:ke,APLUQ,2.99,92,hello@bettingtipsnet.com,free,10:30:20,2025-06-05,297645601,,0xFF0982EC,
bet9ja,32ZYPV2,10.39,70,hello@bettingtipsnet.com,free,10:30:20,2025-06-05,49566960,,0xFF097E36,
helabet,QPJUQ,1158.24,85,hello@bettingtipsnet.com,premium,10:30:20,2025-06-05,234857521,,,
msport,B2RDFWW,10.55,80,hello@bettingtipsnet.com,free,10:30:20,2025-06-05,281207002,,0xFFFFCA26,
