site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
paripesa,UPGEN,50898.85,80,hello@bettingtipsnet.com,premium,07:46:39,2025-05-30,102678282,,0xFF05117E,
1xbet:ke,4VGEN,3.87,92,hello@bettingtipsnet.com,free,07:46:39,2025-05-30,323651089,,0xFF0982EC,
22bet,XAGEN,1261.68,65,hello@bettingtipsnet.com,premium,07:46:39,2025-05-30,240015951,,0xFF064146,
1xbet:bf,UCGEN,23.89,65,hello@bettingtipsnet.com,free,07:46:39,2025-05-30,40560499,,0xFF0982EC,
sportybet:ng,GS9STF,5.86,87,hello@bettingtipsnet.com,free,07:46:39,2025-05-30,145223600,,0xFFFA0909,
sportybet:gh,WLWTBY,24.91,85,hello@bettingtipsnet.com,free,07:46:39,2025-05-30,310308343,,0xFFFA0909,
paripesa,QAEEN,14.79,75,hello@bettingtipsnet.com,free,07:46:39,2025-05-30,127109721,,0xFF05117E,
sportybet:ng,JGEGJG,1.96,55,hello@bettingtipsnet.com,free,07:46:39,2025-05-30,320742652,,0xFFFA0909,
1xbet:xx,Q9DEN,15.05,80,hello@bettingtipsnet.com,free,07:46:39,2025-05-30,213903163,,0xFF0982EC,
1xbet:bf,5C3EN,50.82,80,hello@bettingtipsnet.com,free,07:46:39,2025-05-30,295292172,,0xFF0982EC,
sportybet:ng,L6K6JR,1715.09,87,hello@bettingtipsnet.com,premium,07:46:39,2025-05-30,240094617,,0xFFFA0909,
sportybet:ng,X8XW20,46511.5,80,hello@bettingtipsnet.com,premium,07:46:39,2025-05-30,167594613,,0xFFFA0909,
msport,B2HN1ZY,50736.7,70,hello@bettingtipsnet.com,premium,07:46:39,2025-05-30,6691771,,0xFFFFCA26,
1xbet:ng,XF1EN,66.52,80,hello@bettingtipsnet.com,free,07:46:39,2025-05-30,182915110,,0xFF0982EC,
betika:ke,RZ7ZLq,1726.25,70,hello@bettingtipsnet.com,premium,07:46:39,2025-05-30,206817568,,,
1xbet:ng,Q1ZDN,10.85,80,hello@bettingtipsnet.com,free,07:46:39,2025-05-30,305772214,,0xFF0982EC,
sportybet:ng,JDZ8MP,1656.76,80,hello@bettingtipsnet.com,premium,07:46:39,2025-05-30,84060501,,0xFFFA0909,
sportybet:ng,GX6897,697.5,87,hello@bettingtipsnet.com,premium,07:46:39,2025-05-30,103163982,,0xFFFA0909,
msport,B2HNRAP,203.1,80,hello@bettingtipsnet.com,premium,07:46:39,2025-05-30,313425976,,0xFFFFCA26,
22bet,BK8DN,141.72,92,hello@bettingtipsnet.com,premium,07:46:39,2025-05-30,240746612,,0xFF064146,
msport,B2HNDXR,47487.33,87,hello@bettingtipsnet.com,premium,07:46:39,2025-05-30,159951291,,0xFFFFCA26,
betika:ke,H78cbF,730.18,70,hello@bettingtipsnet.com,premium,07:46:39,2025-05-30,71894533,,,
sportybet:ng,KZ7H1C,49468.46,55,hello@bettingtipsnet.com,premium,07:46:39,2025-05-30,317816565,,0xFFFA0909,
msport,B2HN5XR,49467.91,65,hello@bettingtipsnet.com,premium,07:46:39,2025-05-30,252541691,,0xFFFFCA26,
betika:ke,Y8U7Ym,2671.6,87,hello@bettingtipsnet.com,premium,07:46:39,2025-05-30,133701262,,,
