site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
paripesa,4XJQK,3.07,87,hello@bettingtipsnet.com,free,05:28:33,2026-02-20,47211651,,0xFF05117E,
sportybet:ng,RYHUYP,1830.08,75,hello@bettingtipsnet.com,premium,05:28:33,2026-02-20,155516749,,0xFFFA0909,
1xbet:xx,FAFQK,1673.36,92,hello@bettingtipsnet.com,premium,05:28:33,2026-02-20,246060131,,0xFF0982EC,
1xbet:in,FAFQK,1830.01,87,hello@bettingtipsnet.com,premium,05:28:33,2026-02-20,138195555,,0xFF0982EC,
1xbet:xx,FAFQK,1830.49,87,hello@bettingtipsnet.com,premium,05:28:33,2026-02-20,102391860,,0xFF0982EC,
1xbet:ng,SA2QK,111.88,75,hello@bettingtipsnet.com,premium,05:28:33,2026-02-20,267934703,,0xFF0982EC,
sportybet:ng,Q2NTNL,,87,hello@bettingtipsnet.com,free,05:28:33,2026-02-20,324208500,,0xFFFA0909,
1xbet:ci,9QR5K,267.56,80,hello@bettingtipsnet.com,premium,05:28:33,2026-02-20,134583275,,0xFF0982EC,
melbet,2HZPK,3303.1,80,hello@bettingtipsnet.com,premium,05:28:33,2026-02-20,310202732,,0xFF151515,
22bet,5L8PK,2388.27,70,hello@bettingtipsnet.com,premium,05:28:33,2026-02-20,53340835,,0xFF064146,
22bet,5L8PK,3.16,87,hello@bettingtipsnet.com,free,05:28:33,2026-02-20,30458811,,0xFF064146,
1xbet:ng,SK8PK,2388.26,80,hello@bettingtipsnet.com,premium,05:28:33,2026-02-20,63119673,,0xFF0982EC,
melbet,BF7PK,150.33,85,hello@bettingtipsnet.com,premium,05:28:33,2026-02-20,240561964,,0xFF151515,
paripesa,JUTPK,2368.71,75,hello@bettingtipsnet.com,premium,05:28:33,2026-02-20,154829743,,0xFF05117E,
paripesa,JUTPK,4.31,87,hello@bettingtipsnet.com,free,05:28:33,2026-02-20,46752176,,0xFF05117E,
1xbet:ng,P7TPK,2368.37,85,hello@bettingtipsnet.com,premium,05:28:33,2026-02-20,164559791,,0xFF0982EC,
sportybet:gh,BTHQ31,3415.64,80,hello@bettingtipsnet.com,premium,05:28:33,2026-02-20,155782797,,0xFFFA0909,
sportybet:ng,Z8SF32,3415.54,65,hello@bettingtipsnet.com,premium,05:28:33,2026-02-20,66064393,,0xFFFA0909,
1xbet:ng,DMTPK,344.23,87,hello@bettingtipsnet.com,premium,05:28:33,2026-02-20,288834233,,0xFF0982EC,
sportybet:gh,FB6DUV,,70,hello@bettingtipsnet.com,free,05:28:33,2026-02-20,128384705,,0xFFFA0909,
1xbet:ng,KKTPK,,55,hello@bettingtipsnet.com,free,05:28:33,2026-02-20,31529617,,0xFF0982EC,
sportybet:ng,M5J6WE,126028.34,87,hello@bettingtipsnet.com,premium,05:28:33,2026-02-20,67607567,,0xFFFA0909,
sportybet:gh,CQT3RT,,80,hello@bettingtipsnet.com,free,05:28:33,2026-02-20,166435848,,0xFFFA0909,
betway:ng,BW3DEC8B36,9.08,85,hello@bettingtipsnet.com,free,05:28:33,2026-02-20,221341350,,0xFF000000,
sportybet:ng,RJV641,15.92,70,hello@bettingtipsnet.com,free,05:28:33,2026-02-20,149384221,,0xFFFA0909,
