site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
,🔥 15+,3.12,65,hello@bettingtipsnet.com,free,05:58:00,2026-02-21,191273717,,"{
    ""data"": {
        ""sites"": [
            {
                ""site"": ""bet9ja"",
                ""img"": ""0xFF097E36""
            },
            {
                ""site"": ""betking:ng"",
                ""img"": ""0xFF1D1592""
            },
            {
                ""site"": ""1xbet:ng"",
                ""img"": ""0xFF0982EC""
            },
            {
                ""site"": ""sportybet:ng"",
                ""img"": ""0xFFFA0909""
            },
            {
                ""site"": ""22bet:ng"",
                ""img"": ""0xFF064146""
            },
            {
                ""site"": ""betwinner"",
                ""img"": ""0xFF1A654A""
            },
            {
                ""site"": ""paripesa"",
                ""img"": ""0xFF05117E""
            },
            {
                ""site"": ""megapari"",
                ""img"": ""0xFF383838""
            },
            {
                ""site"": ""melbet"",
                ""img"": ""0xFF151515""
            },
            {
                ""site"": ""msport"",
                ""img"": ""0xFFFFCA26""
            },
            {
                ""site"": ""linebet"",
                ""img"": ""0xFF2E5822""
            },
            {
                ""site"": ""betway"",
                ""img"": ""0xFF000000""
            },
            {
                ""site"": ""db_bet"",
                ""img"": ""0xFFFF5275""
            }
        ]
    }
}",
,🔥 13+,2.45,92,hello@bettingtipsnet.com,free,05:58:00,2026-02-21,196088328,,"{
    ""data"": {
        ""sites"": [
            {
                ""site"": ""bet9ja"",
                ""img"": ""0xFF097E36""
            },
            {
                ""site"": ""betking:ng"",
                ""img"": ""0xFF1D1592""
            },
            {
                ""site"": ""1xbet:ng"",
                ""img"": ""0xFF0982EC""
            },
            {
                ""site"": ""sportybet:ng"",
                ""img"": ""0xFFFA0909""
            },
            {
                ""site"": ""22bet:ng"",
                ""img"": ""0xFF064146""
            },
            {
                ""site"": ""betwinner"",
                ""img"": ""0xFF1A654A""
            },
            {
                ""site"": ""paripesa"",
                ""img"": ""0xFF05117E""
            },
            {
                ""site"": ""megapari"",
                ""img"": ""0xFF383838""
            },
            {
                ""site"": ""melbet"",
                ""img"": ""0xFF151515""
            },
            {
                ""site"": ""msport"",
                ""img"": ""0xFFFFCA26""
            },
            {
                ""site"": ""linebet"",
                ""img"": ""0xFF2E5822""
            },
            {
                ""site"": ""betway"",
                ""img"": ""0xFF000000""
            },
            {
                ""site"": ""db_bet"",
                ""img"": ""0xFFFF5275""
            }
        ]
    }
}",
bet9ja,53H9K66,147826.33,92,hello@bettingtipsnet.com,premium,05:58:00,2026-02-21,22464601,,0xFF097E36,
1xbet:xx,YARSL,2457.69,80,hello@bettingtipsnet.com,premium,05:58:00,2026-02-21,313828690,,0xFF0982EC,
1xbet:in,DU6SL,1898616.41,87,hello@bettingtipsnet.com,premium,05:58:00,2026-02-21,257402262,,0xFF0982EC,
msport,B2L73SL,88.07,87,hello@bettingtipsnet.com,free,05:58:00,2026-02-21,51759808,,0xFFFFCA26,
sportybet:ng,UCY37K,752.22,80,hello@bettingtipsnet.com,premium,05:58:00,2026-02-21,90373498,,0xFFFA0909,
betpawa,03NJEBH,6053177.14,80,hello@bettingtipsnet.com,premium,05:58:00,2026-02-21,129433620,,,
betpawa,D2RJ93M,948.66,80,hello@bettingtipsnet.com,premium,05:58:00,2026-02-21,193734083,,,
betpawa,3HT8LL9,949.24,87,hello@bettingtipsnet.com,premium,05:58:00,2026-02-21,9732719,,,
helabet,EM8RL,343.43,55,hello@bettingtipsnet.com,premium,05:58:00,2026-02-21,69110507,,,
helabet,EM8RL,285.35,75,hello@bettingtipsnet.com,premium,05:58:00,2026-02-21,66330130,,,
1xbet:ng,9H8RL,343.52,92,hello@bettingtipsnet.com,premium,05:58:00,2026-02-21,280811660,,0xFF0982EC,
1xbet:bf,Y4XRL,4048223.91,80,hello@bettingtipsnet.com,premium,05:58:00,2026-02-21,74394854,,0xFF0982EC,
melbet,4YURL,80.29,85,hello@bettingtipsnet.com,free,05:58:00,2026-02-21,177991368,,0xFF151515,
bet9ja,53H73TD,1900.29,80,hello@bettingtipsnet.com,premium,05:58:00,2026-02-21,141316046,,0xFF097E36,
megapari,7C4RL,17.4,70,hello@bettingtipsnet.com,free,05:58:00,2026-02-21,305270049,,0xFF383838,
melbet,715RL,104.09,87,hello@bettingtipsnet.com,premium,05:58:00,2026-02-21,279436985,,0xFF151515,
msport,B2L4PTQ,3618.83,70,hello@bettingtipsnet.com,premium,05:58:00,2026-02-21,317421559,,0xFFFFCA26,
msport,B2L4P1C,2392.95,87,hello@bettingtipsnet.com,premium,05:58:00,2026-02-21,327362690,,0xFFFFCA26,
1xbet:xx,D7KRL,270.87,92,hello@bettingtipsnet.com,premium,05:58:00,2026-02-21,167295041,,0xFF0982EC,
betpawa,UMED27C,2350.14,80,hello@bettingtipsnet.com,premium,05:58:00,2026-02-21,130984101,,,
betpawa,UMED27C,2076.68,80,hello@bettingtipsnet.com,premium,05:58:00,2026-02-21,269474131,,,
betika:et,gJrPJ,2077.03,85,hello@bettingtipsnet.com,premium,05:58:00,2026-02-21,104014810,,,
sportybet:ng,GPZHN1,2350.29,70,hello@bettingtipsnet.com,premium,05:58:00,2026-02-21,81086364,,0xFFFA0909,
megapari,7C4RL,5.48,85,hello@bettingtipsnet.com,free,05:58:00,2026-02-21,223806938,,0xFF383838,
1xbet:ng,29JRL,17.37,75,hello@bettingtipsnet.com,free,05:58:00,2026-02-21,175769467,,0xFF0982EC,
