site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
sportybet:ng,TKFBHK,342.45,92,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,323397610,,0xFFFA0909,
1xbet:ng,HYQFL,2.42,87,support@bettingtipsnet.com,free,12:21:16,2025-05-24,306941535,,0xFF0982EC,
sportybet:ng,QJMLVW,564247.48,80,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,324595309,,0xFFFA0909,
megapari,79TEL,295.75,70,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,73133396,,0xFF383838,
1xbet:cm,R65EL,8.43,65,support@bettingtipsnet.com,free,12:21:16,2025-05-24,309899647,,0xFF0982EC,
sportybet:ng,PX7CSX,2.55,87,support@bettingtipsnet.com,free,12:21:16,2025-05-24,24276598,,0xFFFA0909,
betway:za,BW2381C94,859.18,75,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,207147824,,0xFF000000,
1xbet:ng,J5YCL,112.33,92,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,315311499,,0xFF0982EC,
db_bet,GRH7J,1.8,65,support@bettingtipsnet.com,free,12:21:16,2025-05-24,41148466,,0xFFFF5275,
db_bet,EGXBL,1936.68,80,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,122744790,,0xFFFF5275,
1xbet:ng,Q11EL,26.2,85,support@bettingtipsnet.com,free,12:21:16,2025-05-24,56688815,,0xFF0982EC,
1xbet:ng,4P3FL,5.81,92,support@bettingtipsnet.com,free,12:21:16,2025-05-24,134271886,,0xFF0982EC,
sportybet:ng,RABKBB,32.96,70,support@bettingtipsnet.com,free,12:21:16,2025-05-24,195563220,,0xFFFA0909,
bet9ja,Zvxpmx,14.11,80,support@bettingtipsnet.com,free,12:21:16,2025-05-24,77288280,,0xFF097E36,
paripesa,8YTDL,4.94,92,support@bettingtipsnet.com,free,12:21:16,2025-05-24,145290228,,0xFF05117E,
1xbet:cm,UU1EL,8.51,87,support@bettingtipsnet.com,free,12:21:16,2025-05-24,85326610,,0xFF0982EC,
1xbet:ng,C34FL,10.08,80,support@bettingtipsnet.com,free,12:21:16,2025-05-24,217526228,,0xFF0982EC,
paripesa,U7A2L,8.2,87,support@bettingtipsnet.com,free,12:21:16,2025-05-24,65372258,,0xFF05117E,
db_bet,P5GFL,30.96,92,support@bettingtipsnet.com,free,12:21:16,2025-05-24,112571033,,0xFFFF5275,
1xbet:ci,Xxh2l,557.15,55,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,218029548,,0xFF0982EC,
helabet,RRC2L,1935.16,92,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,287277242,,,
db_bet,D1N2L,3810437.55,85,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,328548698,,0xFFFF5275,
msport,B2Z52H9,174.01,80,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,168895221,,0xFFFFCA26,
betpawa,x9vf8eg,227.3,92,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,269377030,,,
betway:za,BW2373EAD,72.7,80,support@bettingtipsnet.com,free,12:21:16,2025-05-24,23972052,,0xFF000000,
paripesa,U7A2L,7.57,92,support@bettingtipsnet.com,free,12:21:16,2025-05-24,87950710,,0xFF05117E,
db_bet,P5GFL,31.78,80,support@bettingtipsnet.com,free,12:21:16,2025-05-24,3111675,,0xFFFF5275,
1xbet:ci,Xxh2l,557.07,92,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,106059574,,0xFF0982EC,
helabet,RRC2L,1935.11,87,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,290022637,,,
db_bet,D1N2L,3810437.04,92,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,141892781,,0xFFFF5275,
msport,B2Z52H9,174.61,85,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,117647410,,0xFFFFCA26,
betpawa,x9vf8eg,226.99,55,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,4103555,,,
betway:za,BW2373EAD,73.46,92,support@bettingtipsnet.com,free,12:21:16,2025-05-24,9222365,,0xFF000000,
1xbet:ng,YZ4EL,10.59,80,support@bettingtipsnet.com,free,12:21:16,2025-05-24,270326027,,0xFF0982EC,
sportybet:ng,U1CBD8,504291063.83,85,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,263095988,,0xFFFA0909,
1xbet:ng,CQ7DL,2.5,80,support@bettingtipsnet.com,free,12:21:16,2025-05-24,35415772,,0xFF0982EC,
msport,B2YZKNM,252.95,80,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,319007239,,0xFFFFCA26,
megapari,YLT2L,10.61,70,support@bettingtipsnet.com,free,12:21:16,2025-05-24,254946895,,0xFF383838,
betking:ng,FU1YND,1069.86,87,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,302933311,,0xFF1D1592,
paripesa,DZ82L,102.21,80,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,93691525,,0xFF05117E,
1xbet:ng,VBVDL,2.34,80,support@bettingtipsnet.com,free,12:21:16,2025-05-24,96652085,,0xFF0982EC,
betway:za,BW213074B,1163.74,87,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,269917381,,0xFF000000,
sportybet:ng,G2L1F7,28.3,65,support@bettingtipsnet.com,free,12:21:16,2025-05-24,47961571,,0xFFFA0909,
betking:ng,1V2XS3,1710.92,85,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,119934118,,0xFF1D1592,
1xbet:ng,DFAFL,6072.57,85,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,277936548,,0xFF0982EC,
1xbet:ng,T2HEL,255270.18,75,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,292498082,,0xFF0982EC,
msport,B2w38jb,118.78,75,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,200005416,,0xFFFFCA26,
betway:za,BW22B86FB,86.62,55,support@bettingtipsnet.com,free,12:21:16,2025-05-24,115732344,,0xFF000000,
1xbet:ng,YTBEL,156.34,70,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,169596127,,0xFF0982EC,
betwinner:ng,Vb2dl,173.27,92,support@bettingtipsnet.com,premium,12:21:16,2025-05-24,186892518,,0xFF1A654A,
