site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
sportybet:gh,D67MZB,14.54,87,hello@bettingtipsnet.com,free,07:51:22,2025-05-31,80413509,,0xFFFA0909,
1xbet:ug,1FV6N,448.2,85,hello@bettingtipsnet.com,premium,07:51:22,2025-05-31,325601732,,0xFF0982EC,
betpawa,VZY1JK0,1224358.99,85,hello@bettingtipsnet.com,premium,07:51:22,2025-05-31,49710766,,,
paripesa,P6U6N,1045.6,87,hello@bettingtipsnet.com,premium,07:51:22,2025-05-31,296086725,,0xFF05117E,
1xbet:xx,H576N,212.56,85,hello@bettingtipsnet.com,premium,07:51:22,2025-05-31,160420609,,0xFF0982EC,
paripesa,L2U6N,382.2,92,hello@bettingtipsnet.com,premium,07:51:22,2025-05-31,75416697,,0xFF05117E,
1xbet:ug,AEU6N,236.41,87,hello@bettingtipsnet.com,premium,07:51:22,2025-05-31,215670745,,0xFF0982EC,
1xbet:ci,3S76N,13.82,80,hello@bettingtipsnet.com,free,07:51:22,2025-05-31,323246584,,0xFF0982EC,
paripesa,6S76N,212.17,85,hello@bettingtipsnet.com,premium,07:51:22,2025-05-31,106096766,,0xFF05117E,
1xbet:ke,T4S6N,5.27,85,hello@bettingtipsnet.com,free,07:51:22,2025-05-31,91482427,,0xFF0982EC,
1xbet:ng,XP66N,42.59,85,hello@bettingtipsnet.com,free,07:51:22,2025-05-31,39900822,,0xFF0982EC,
melbet,GBP6N,5.95,75,hello@bettingtipsnet.com,free,07:51:22,2025-05-31,6518767,,0xFF151515,
1xbet:ng,F8M6N,238.27,75,hello@bettingtipsnet.com,premium,07:51:22,2025-05-31,304912098,,0xFF0982EC,
paripesa,D7YQN,1162931.63,65,hello@bettingtipsnet.com,premium,07:51:22,2025-05-31,313779789,,0xFF05117E,
betika:ke,2DETdx,133364.63,80,hello@bettingtipsnet.com,premium,07:51:22,2025-05-31,275409203,,,
linebet,PLF6N,24.77,85,hello@bettingtipsnet.com,free,07:51:22,2025-05-31,40520026,,0xFF2E5822,
1xbet:ng,ZYYQN,1162931.88,87,hello@bettingtipsnet.com,premium,07:51:22,2025-05-31,281727441,,0xFF0982EC,
22bet,C4YQN,1162932.04,85,hello@bettingtipsnet.com,premium,07:51:22,2025-05-31,28161681,,0xFF064146,
megapari,4NYQN,1162932.05,75,hello@bettingtipsnet.com,premium,07:51:22,2025-05-31,203125418,,0xFF383838,
helabet,2EYQN,1162931.59,85,hello@bettingtipsnet.com,premium,07:51:22,2025-05-31,280553437,,,
888starz,XFXQN,89.58,80,hello@bettingtipsnet.com,free,07:51:22,2025-05-31,205288703,,,
betika:ke,1PFVFt,5511970.94,80,hello@bettingtipsnet.com,premium,07:51:22,2025-05-31,42899436,,,
betika:ke,VVmSrh,104856.21,85,hello@bettingtipsnet.com,premium,07:51:22,2025-05-31,47075955,,,
1xbet:xx,U9SQN,2004.59,92,hello@bettingtipsnet.com,premium,07:51:22,2025-05-31,13922657,,0xFF0982EC,
paripesa,QQTQN,11857.01,92,hello@bettingtipsnet.com,premium,07:51:22,2025-05-31,120999068,,0xFF05117E,
