site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
paripesa,C6KKX,29970.41,80,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,117741109,,0xFF05117E,
msport,B2QDHH2,,65,support@bettingtipsnet.com,free,07:45:42,2025-08-27,45968530,,0xFFFFCA26,
helabet,DMLKX,10.54,65,support@bettingtipsnet.com,free,07:45:42,2025-08-27,46663153,,,
paripesa,2MFKX,20.53,87,support@bettingtipsnet.com,free,07:45:42,2025-08-27,50826352,,0xFF05117E,
football,W8GBK6,35310.38,92,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,307872089,,,
sportybet:ke,49DCB5,1596826.16,65,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,172935639,,0xFFFA0909,
1xbet:ng,KZ2KX,376354619.33,92,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,19315797,,0xFF0982EC,
bet9ja,3087869688,,87,support@bettingtipsnet.com,free,07:45:42,2025-08-27,196796381,,0xFF097E36,
bet9ja,3CK6HPM,27.05,65,support@bettingtipsnet.com,free,07:45:42,2025-08-27,242141243,,0xFF097E36,
bet9ja,3493784249,,70,support@bettingtipsnet.com,free,07:45:42,2025-08-27,94643459,,0xFF097E36,
bet9ja,2621689902,,65,support@bettingtipsnet.com,free,07:45:42,2025-08-27,224350301,,0xFF097E36,
sportybet:ng,NW6452,669.46,65,support@bettingtipsnet.com,free,07:45:42,2025-08-27,115148519,,0xFFFA0909,
bet9ja,3cht6lr,18018243.54,92,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,240149446,,0xFF097E36,
betking:ng,Fe2qa6,75.06,55,support@bettingtipsnet.com,free,07:45:42,2025-08-27,237277380,,0xFF1D1592,
1xbet:ng,6DFKX,12.8,85,support@bettingtipsnet.com,free,07:45:42,2025-08-27,99491264,,0xFF0982EC,
22bet,KQJKX,2.77,87,support@bettingtipsnet.com,free,07:45:42,2025-08-27,208569397,,0xFF064146,
22bet,KQJKX,2.61,80,support@bettingtipsnet.com,free,07:45:42,2025-08-27,329248624,,0xFF064146,
22bet,Kqjkx,2.94,92,support@bettingtipsnet.com,free,07:45:42,2025-08-27,65196935,,0xFF064146,
