site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
bet9ja,3CN9PKH,99.99,92,support@bettingtipsnet.com,free,09:14:42,2025-08-28,12207213,,0xFF097E36,
betway:za,BWD8AEC50,1537.28,92,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,64120574,,0xFF000000,
bet9ja,3CN9G86,98.54,92,support@bettingtipsnet.com,free,09:14:42,2025-08-28,229014951,,0xFF097E36,
fansport,4EYD8,1262.49,75,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,254466347,,,
secretbet,A6BB8,1298.02,85,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,185404272,,,
bet9ja,3CNL3YY,3.38,85,support@bettingtipsnet.com,free,09:14:42,2025-08-28,139391024,,0xFF097E36,
1xbet:ng,YGDE8,7.47,70,support@bettingtipsnet.com,free,09:14:42,2025-08-28,309885578,,0xFF0982EC,
betwinner:ng,L2TNX,35963.02,87,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,26892266,,0xFF1A654A,
secretbet,HVCB8,127.37,87,support@bettingtipsnet.com,free,09:14:42,2025-08-28,7545290,,,
secretbet,UHCB8,119.23,92,support@bettingtipsnet.com,free,09:14:42,2025-08-28,106800241,,,
afropari,4FSD8,7.6,75,support@bettingtipsnet.com,free,09:14:42,2025-08-28,141968351,,,
betpawa,EMIVR3A,7366.73,65,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,318166231,,,
afropari,4FSD8,7.36,92,support@bettingtipsnet.com,free,09:14:42,2025-08-28,204785758,,,
secretbet,QSZD8,952.07,85,support@bettingtipsnet.com,free,09:14:42,2025-08-28,29053666,,,
1xbet:ng,6GDE8,615.88,70,support@bettingtipsnet.com,free,09:14:42,2025-08-28,218030098,,0xFF0982EC,
1xbet:ng,YCDE8,941.46,55,support@bettingtipsnet.com,free,09:14:42,2025-08-28,35236708,,0xFF0982EC,
linebet,71BE8,536.32,65,support@bettingtipsnet.com,free,09:14:42,2025-08-28,11616932,,0xFF2E5822,
secretbet,QSZD8,951.37,92,support@bettingtipsnet.com,free,09:14:42,2025-08-28,274751591,,,
linebet,71BE8,536.51,80,support@bettingtipsnet.com,free,09:14:42,2025-08-28,275770984,,0xFF2E5822,
secretbet,UHCB8,119.32,87,support@bettingtipsnet.com,free,09:14:42,2025-08-28,98029815,,,
1xbet:ng,BZVD8,48.21,85,support@bettingtipsnet.com,free,09:14:42,2025-08-28,81188186,,0xFF0982EC,
22bet,LNZ28,46.75,75,support@bettingtipsnet.com,free,09:14:42,2025-08-28,203576904,,0xFF064146,
1xbet:xx,K87D8,5.95,85,support@bettingtipsnet.com,free,09:14:42,2025-08-28,18640026,,0xFF0982EC,
msport,B3QEYHD,,65,support@bettingtipsnet.com,free,09:14:42,2025-08-28,218988059,,0xFFFFCA26,
sportybet:ng,M5ETSR,122.11,85,support@bettingtipsnet.com,free,09:14:42,2025-08-28,3056447,,0xFFFA0909,
1xbet:ng,EJXD8,133.96,80,support@bettingtipsnet.com,free,09:14:42,2025-08-28,21349394,,0xFF0982EC,
fansport,Eayc8,2775.87,87,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,272205656,,,
1xbet:xx,FR7D8,6.88,65,support@bettingtipsnet.com,free,09:14:42,2025-08-28,131607017,,0xFF0982EC,
